Stock Code,Tahun,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Agu,Sep,Okt,Nov,Des
INPS,2020,-1.23,-4.5,-6.54,6.44,-15,-46.13,02.01,-15.77,-11.71,11.36,0,165.31
INPS,2021,78.21,-21.22,-59.82,-40,32.58,-5.14,7.53,-9.24,21.91,-14.18,5.6,0
INPS,2022,-16.48,-12.71,3.45,-9.63,12.7,-20.73,-9.63,-0.51,-13.27,-4.12,6.13,36.42
INPS,2023,-52.54,-50.36,-45.32,9.87,-11.38,4.73,72.9,-22.39,-3.85,5,-13.33,-7.69
INRU,2019,67.62,-7.95,1.85,-23.64,-2.38,-0.81,-2.46,26.05,13.33,-2.94,-3.03,-1.25
INRU,2020,0.63,-18.24,32.31,8.14,-8.6,-2.35,-7.83,4.58,12.5,2.22,7.61,08.08
INRU,2021,-6.54,5,-10.48,3.19,-4.12,-20.43,-8.78,8.15,-2.05,-2.1,-5,4.51
INRU,2022,3.6,-17.36,12.61,0.75,2.22,-16.67,0,-2.61,19.64,5.97,-0.7,-6.38
INRU,2023,30.3,1.74,-6.29,-6.1,2.6,-5.06,19.33,11.73,0,-5,2.11,03.09
INTA,2019,-2.46,0.84,0,0,0,-0.83,-0.42,0,-2.11,-0.86,-2.17,10.67
INTA,2020,-1.61,-8.16,-16,-21.69,-12.84,8.53,7.14,-12,-9.85,-11.76,-7.62,-2.06
INTA,2021,-10.53,3.53,-9.09,3.12,09.09,-2.78,-24.57,-34.85,3.49,59.55,-7.75,-48.09
INTA,2022,-10.29,-3.28,23.73,-4.11,1.43,4.23,0,0,0,0,0,0
INTA,2023,0,0,0,-32.43,0,0,0,0,0,0,0,0
INTD,2019,-33.33,43.75,-28.26,3.64,-0.58,-17.65,20.71,-8.28,-14.19,80.45,108.33,-30
INTD,2020,-34.29,-6.09,1.85,-2.73,8.41,-28.02,-16.17,-8.57,39.84,-17.88,-23.81,-7.14
INTD,2021,4.81,0,-6.42,2.94,90.48,-4,02.08,-2.04,-15.62,4.94,17.65,29
INTD,2022,-10.85,-6.09,14.81,33.06,-20.61,-21.37,1.94,-5.71,-0.51,-3.55,-4.21,-10.44
INTD,2023,25.15,0.98,-7.77,-3.68,0.55,-2.72,3.35,-9.19,-12.5,3.4,-5.26,-5.56
INTP,2019,4.2,0,13.91,0.46,-3.64,-5.66,12.38,-3.34,-13.81,6.81,-3,-1.93
INTP,2020,-13.4,-9.41,-16.25,-6.8,3.86,-2.48,4.87,-4.04,-12.42,17.55,16.97,1.22
INTP,2021,-7.6,-6.54,-2.2,5.11,-5.84,-14.88,-14.56,27.84,-6.67,12.62,-10.57,14.42
INTP,2022,-9.5,0,-1.6,-2.78,-7.16,-2.57,-1.85,1.61,0.53,-2.37,7.28,-0.5
INTP,2023,01.01,11.25,-5.39,03.09,-8.76,0.25,05.04,2.64,-7.01,-6.78,9.97,-7.84
IOTF,2023,,,,,,,,,,4,34.62,7.14
IPAC,2021,,,,,,,14.39,60.26,-29.75,-23.53,-4.62,-8.06
IPAC,2022,07.02,-3.28,0,0.85,-7.56,3.64,0.88,4.35,8.33,-8.46,7.56,-11.72
IPAC,2023,6.19,0.83,11.57,2.22,-9.42,1.6,1.57,-3.88,-11.29,0,-1.82,-5.56
IPCC,2019,-9.15,-6.71,-0.72,-3.62,-5.26,2.38,0.78,-7.69,-13.33,-24.52,-12.1,-1.45
IPCC,2020,-17.65,-18.93,-38.77,10.79,9.74,33.14,-4,-4.17,-11.11,2.72,6.88,31.19
IPCC,2021,5.66,9.82,-5.69,-5.17,2.73,-13.27,20.41,4.24,-3.25,-9.24,5.56,-9.65
IPCC,2022,-4.47,0,11.79,3.64,14.91,-6.11,-9.76,-5.41,-3.81,1.98,20.39,-8.06
IPCC,2023,0.88,13.04,-3.85,12.8,-2.13,10.87,-0.65,-1.32,-5.33,0.7,1.4,-1.38
IPCM,2019,-20,-2.55,1.57,-10.31,-25.29,-1.54,13.28,-11.72,-9.38,-15.09,-2.03,-9.33
IPCM,2020,-0.57,-8.62,-25.79,51.69,0.56,12.22,3.96,5.71,6.31,-4.24,25.66,25.35
IPCM,2021,-3.37,-5.23,-7.98,-3.33,5.52,-8.5,42.14,-1.51,04.08,-19.12,-5.45,-5.77
IPCM,2022,-6.12,0,14.49,-7.59,5.48,0.65,-8.39,2.11,-5.52,2.19,2.86,-4.86
IPCM,2023,-0.73,1.47,-2.17,0.74,5.15,2.8,-1.36,0,-1.38,-2.1,-0.71,0.72
IPOL,2019,2.25,4.4,01.05,-1.04,01.05,4.17,1,4.95,-5.66,-2,-4.08,-1.06
IPOL,2020,-16.13,-19.23,-15.87,16.98,3.23,12.5,-1.39,16.9,1.2,4.76,1.14,79.78
IPOL,2021,-2.5,3.85,8.64,-5.68,2.41,-7.06,-3.8,25,-14.21,2.45,4.19,-2.3
IPOL,2022,-0.59,-1.18,-2.4,-0.61,-1.23,-1.88,3.82,-3.68,-1.27,-4.52,02.03,13.91
IPOL,2023,-13.37,2.68,-1.96,-1.33,0,4.73,2.58,-5.66,-4,-9.03,6.87,12.14
IPPE,2021,,,,,,,,,,,,88
IPPE,2022,5.85,117.09,-14.35,-17.84,-10.53,3.68,2.13,-20.14,-32.61,41.94,-21.36,-27.75
IPPE,2023,-54.4,-8.77,-3.85,0,0,0,0,0,0,0,0,0
IPTV,2019,,,,,,,-0.83,31.09,68.27,-5.9,-0.4,2.64
IPTV,2020,-24.75,-2.63,6.49,-1.52,-1.55,-1.57,-12.77,-10.37,-3.4,2.11,0,13.1
IPTV,2021,-15.85,2.17,-12.77,-3.25,-1.68,11.97,-4.58,11.2,-14.39,1.68,-4.96,-26.96
IPTV,2022,-19.64,-6.67,5.56,-23.31,6.86,4.59,-5.26,-13.89,-8.6,-2.35,-13.25,-9.72
IPTV,2023,-6.15,-11.48,-7.41,0,0,0,0,10,-9.09,6,-5.66,0
IRRA,2019,,,,,,,,,,83.16,-18.98,17.12
IRRA,2020,5.38,-8.76,-16.8,7.69,-2.68,6.42,-6.9,8.33,29.91,15.79,6.25,71.12
IRRA,2021,13.13,37.57,-28.51,-4.78,-5.01,11.49,10.31,-9.34,2.79,-5.42,18.62,-4.59
IRRA,2022,-7.34,-3.83,-3.69,-14.75,-1.04,-4.9,-4.04,-10.73,3,0.42,-7.88,-2.7
IRRA,2023,-0.93,-3.74,-11.17,-9.84,-20.61,-18.32,11.21,-20,8.19,-6.02,-1.65,68.07
IRSX,2023,,-10.89,32.22,-1.68,47.01,-18.6,-25,-24.76,-36.71,0,20,-16.67
ISAP,2022,,,,,,,,,,,,3.12
ISAP,2023,-13.13,-58.14,8.33,17.95,-34.78,-33.33,-20,25,-15,-29.41,-16.67,0
ISAT,2019,62.61,20.44,-24.24,4.4,-21.46,28.29,29.66,07.04,-21.92,16.49,-13.86,1.75
ISAT,2020,-21.31,-10.92,-23.77,38.26,-6.05,16.34,-2.13,0,-13.48,01.01,9.45,129.55
ISAT,2021,-0.5,10.45,13.06,4.78,-3.42,7.87,-13.87,7.2,5.14,4.14,17.69,-23.93
ISAT,2022,-7.66,-4.37,-5.48,35.27,-23.93,23,1.91,7.49,01.05,-6.55,-12.18,3.78
ISAT,2023,-1.21,11.89,1.83,0.72,18.57,3.92,6.67,4.35,2.34,-3.82,0.79,-1.57
ISSP,2019,44.05,-4.96,-13.91,03.03,-4.9,7.22,19.23,-9.68,16.96,58.78,-13.94,2.79
ISSP,2020,-13.59,-8.81,-24.14,14.55,-3.97,2.48,04.03,-0.78,-9.38,5.17,30.33,0.63
ISSP,2021,4.37,19.76,-6.5,16.58,30.28,-15.49,19.17,4.2,2.68,14.38,19.43,-4.78
ISSP,2022,-9.05,8.84,5.58,-22.6,-1.86,-7.59,-2.74,5.63,-9.33,1.47,-2.17,-8.89
ISSP,2023,2.44,2.38,-2.33,-1.59,3.23,2.34,6.11,2.88,1.4,0.69,0.68,-0.68
ITIC,2019,,,,,,,190.91,13.28,86.21,-0.74,45.9,32.99
ITIC,2020,-15.38,-18.64,103.91,-24.66,-33.45,-21.31,-41.32,-10.06,-19.08,36.59,19.05,-35
ITIC,2021,-27.69,31.91,-16.94,-3.3,0.4,-2.8,-13.17,-37.91,19.08,-0.64,-6.45,-5.52
ITIC,2022,7.3,-1.36,02.07,-5.41,-4.29,0,11.94,-1.33,-0.68,-1.36,-8.97,-0.76
ITIC,2023,5.34,6.52,0,0,-4.08,-2.13,7.25,-3.38,-5.59,2.96,15.11,-6.25
ITMA,2019,-5.45,-2.56,9.21,-3.61,0,-3.75,22.08,-9.04,-4.09,-20.73,-9.23,-8.47
ITMA,2020,-20.37,-37.67,-14.18,78.26,0,0,0,21.95,-1.6,-4.47,6.38,5
ITMA,2021,32.38,-3.6,-11.19,0.84,-10.83,2.8,7.27,-9.32,14.02,-11.48,-4.63,45.63
ITMA,2022,-23.33,-8.7,11.43,-6.84,-2.75,3.77,09.09,49.17,-4.47,23.98,-22.17,-1.21
ITMA,2023,-12.88,-4.23,0.74,-7.3,-17.32,-2.86,-3.92,-4.9,-4.29,-13.45,01.04,76.92
ITMG,2019,12.59,-6.25,11.93,-19.64,-8.84,0.14,-4.13,-22.73,-4.62,7.26,-23.12,12.22
ITMG,2020,-12.42,12.44,-28.32,-11.11,12.5,-12.35,11.27,4.75,-1.51,-0.31,61.23,5.73
ITMG,2021,-11.55,-0.41,-6.35,3.94,8.84,9.86,19.37,-5.6,30,3.85,-0.23,-5.34
ITMG,2022,6.13,23.21,07.03,-0.53,23.24,-12.36,29.1,-0.76,5.41,8.75,-7.33,-6.53
ITMG,2023,-7.24,2.76,5.91,-15.48,-33.56,09.04,12.75,6.34,0.17,-8.46,-7.45,4.48
ITTG,2019,0,0,0,0,0,0,0,0,0,0,0,0
ITTG,2020,0,,,,,,,,,,,
JARR,2022,,,,,,,,46.67,-16.82,-13.66,-6.96,8.16
JARR,2023,-16.35,3.76,-12.32,-9.09,-3.64,0,-6.13,-18.59,12.35,8.24,56.35,-19.48
JAST,2019,,,,,127.64,9.82,74.8,20.93,18.85,26.21,12.31,-34.93
JAST,2020,9.12,-11.25,-57.97,-75.17,-28.47,8.74,-31.25,-15.58,66.15,-3.7,4.81,131.19
JAST,2021,6.35,-23.13,-11.17,-7.65,-15.98,-16.2,66.39,-10.61,-12.99,2.6,-17.09,67.94
JAST,2022,-20,-3.98,-17.75,0.72,-8.57,-8.59,-7.69,-0.93,-9.35,0,7.22,-19.23
JAST,2023,-2.38,17.07,-31.25,-4.55,-3.17,-1.64,10,-15.15,-1.79,-7.27,0,-1.96
JATI,2023,,,,,56,2.56,-41.25,-21.28,22.97,-19.78,-31.51,0
JAWA,2019,0,2.96,-2.16,-6.62,8.66,-10.87,-5.69,-6.03,-0.92,12.96,-22.13,-3.16
JAWA,2020,-6.52,0,1.16,-25.29,6.15,-1.45,-7.35,-15.87,-1.89,82.69,01.05,02.08
JAWA,2021,-9.18,-1.12,1.14,0,46.07,-10.77,8.62,3.17,1.54,33.33,22.73,25
JAWA,2022,-8.15,-12.9,-13.89,-13.44,-0.62,-15,5.88,-8.33,7.58,-8.45,-5.38,-14.63
JAWA,2023,0,2.86,-17.59,-13.48,-5.19,1.37,04.05,2.6,-13.92,229.41,-34.38,22.45
JAYA,2019,,106.6,-76.97,2.92,-8.51,-5.43,-5.74,-11.3,-5.88,0,-13.54,0
JAYA,2020,7.23,-11.24,-32.91,11.32,-1.69,51.72,-11.36,-5.13,-1.35,75.34,-16.41,19.63
JAYA,2021,-6.25,3.33,-5.65,2.56,1.67,-4.1,-6.84,9.17,05.04,1.6,55.91,-1.52
JAYA,2022,-20,0.64,-13.38,35.29,-19.02,-18.12,0,-1.64,-7.5,13.51,-18.25,5.83
JAYA,2023,0.92,4.55,-5.22,3.67,3.54,10.26,3.1,-6.02,0.8,-7.94,2.59,-4.2
JECC,2019,-3.76,0,0,-3.91,11.79,-6.91,-15.62,9.26,10.17,-4.62,-0.4,0
JECC,2020,-7.69,15.35,6.46,-0.71,0,0,-2.16,-5.15,-3.88,4.84,-3.85,-10.4
JECC,2021,3.57,0,-6.03,23.85,-17.41,70.4,-25.53,-15.19,3.75,06.02,-9.47,1.26
JECC,2022,-9.92,-0.92,-14.81,5.65,-9.47,-5.23,19.9,-2,-6.94,2.41,1.71,4
JECC,2023,-0.81,-17.76,-5.46,23.62,-4.67,-10.91,-2.5,-10.51,-9.74,-4.76,-10.33,-9.67
JGLE,2019,0,0,0,0,0,0,0,0,0,0,0,0
JGLE,2020,0,0,0,0,0,0,0,0,0,0,0,0
JGLE,2021,0,0,0,0,0,0,0,0,0,0,0,0
JGLE,2022,0,0,0,0,0,0,0,0,0,0,0,0
JGLE,2023,0,0,0,0,0,0,0,0,0,0,0,0
JIHD,2019,4.51,5.88,-7.78,-3.61,0,-2.5,8.97,7.84,-5.45,9.62,0,-3.51
JIHD,2020,-1.82,-2.78,-2.86,-16.08,6.54,16.23,-6.04,-2.01,-10.25,2.74,-5.33,4.69
JIHD,2021,-2.69,1.38,-1.36,0,2.3,1.35,-4.44,-3.26,0.96,5.71,04.05,-5.63
JIHD,2022,-11.47,-3.11,-14.44,-3.12,-10.97,10.14,1.32,12.99,0,-2.3,4.71,-1.12
JIHD,2023,-6.25,4.85,-6.36,1.85,4.85,15.61,20.5,-19.92,4.15,-1.49,0.51,-2.51
JKON,2019,9.89,-20.5,-0.63,26.58,15,6.52,0,02.04,5,-4.76,-0.8,0.81
JKON,2020,-2.4,-2.46,-13.03,8.7,-6.67,-4.76,-10,0,-5.56,0.59,-0.58,17.65
JKON,2021,-19,-20.99,-19.53,-7.28,-7.33,-10.73,-12.03,28.78,-7.82,-17.58,-5.15,-3.88
JKON,2022,-16.13,-24.04,05.06,14.46,-14.74,3.7,8.33,65.93,5.3,3.14,-7.32,-21.71
JKON,2023,10.92,1.52,-12.69,4.27,-14.75,2.88,9.35,-8.55,24.3,-24.06,-13.86,2.3
JKSW,2019,-1.69,6.9,-4.84,1.69,0,0,0,0,0,0,0,0
JKSW,2020,0,0,0,0,0,0,0,0,0,0,0,0
JKSW,2021,0,0,0,0,0,0,0,0,0,0,0,0
JKSW,2022,0,0,0,0,0,0,0,0,0,0,0,0
JKSW,2023,0,0,0,0,0,0,0,0,0,0,0,0
JMAS,2019,-0.56,-9.5,4.94,-0.59,-1.18,2.99,-9.3,07.05,5.99,-1.69,1.15,0
JMAS,2020,-6.25,-39.39,-28.4,-33.52,-16.39,-1.01,10.66,-13.3,-20.11,-10.6,-0.74,49.25
JMAS,2021,-17.5,-3.03,2.5,-3.66,0.63,19.5,2.11,-8.25,-7.3,-1.82,30.86,-17.92
JMAS,2022,-2.87,-15.38,-10.49,-7.81,-17.8,03.09,4,-1.92,32.35,-13.33,5.98,-15.32
JMAS,2023,-33.33,-11.43,-8.06,-7.02,20.75,-1.56,-1.59,1.61,-3.17,9.84,5.97,-14.08
JPFA,2019,36.28,-23.55,-21.65,-11.11,-3.85,3.33,3.23,-1.56,0.32,8.86,-3.2,-7.81
JPFA,2020,-2.28,-6.67,-32.14,2.63,-7.69,31.67,-10.55,15.09,-9.43,-3.17,24.77,9.74
JPFA,2021,-7.17,12.87,25.08,9.9,-5.69,-13.07,-9.83,16.03,9.12,-12.66,-7.25,7.5
JPFA,2022,-3.2,-5.71,5.1,-12.12,-1.72,08.07,-6.17,9.69,-4.42,-8.58,-3.97,-2.63
JPFA,2023,4.25,-0.37,-16.36,-7.56,14.9,12.13,-0.37,-3.37,-0.39,-4.67,-4.08,0.43
JRPT,2019,-21.62,7.76,-4.8,0,-3.36,-7.83,4.72,41.44,-14.01,-1.48,-17.29,09.09
JRPT,2020,-10.83,-14.02,-15.65,4.12,3.47,-2.39,0.98,4.85,-4.63,2.43,24.41,14.29
JRPT,2021,-10,3.7,2.68,-2.61,-3.57,-8.15,-8.47,6.61,-4.13,6.9,-1.21,6.12
JRPT,2022,-4.62,1.81,-2.57,0,-0.41,-2.04,0.83,-1.24,-3.35,0.87,-0.43,7.76
JRPT,2023,-2.4,1.23,-0.81,7.14,-2.86,3.92,6.6,10.62,5.6,5.3,4.32,-3.45
JSKY,2019,-1.47,4.98,75.36,-29.73,5.77,-4,06.06,-61.43,44.44,-26.28,-53.04,-22.22
JSKY,2020,-28.57,-23.33,-31.3,18.99,-15.96,11.39,-11.36,38.46,174.07,-25.68,19.09,-12.21
JSKY,2021,-21.3,-6.63,-26.63,-2.42,5.79,40.62,-18.33,-9.52,-7.52,-0.81,-6.56,-7.89
JSKY,2022,-12.38,0,-3.26,-19.1,-9.72,-3.08,-17.46,0,0,0,0,0
JSKY,2023,0,0,0,0,0,0,0,0,0,0,0,0
JSMR,2019,14.95,6.2,14.35,02.09,-6.56,0.44,4.8,-6.67,1.79,-4.39,-9.36,4.76
JSMR,2020,-11.11,1.74,-45.73,24.02,12.7,23.94,-10.68,-0.51,-7.67,-1.39,17.7,10.5
JSMR,2021,-6.7,-3.47,-3.12,2.72,-4.82,-10.89,11.93,0.51,-2.02,8.25,-3.1,-4.42
JSMR,2022,-15.42,2.74,13.91,4.68,-0.74,-11.5,0.56,-3.37,-5.81,5.25,-8.8,-4.18
JSMR,2023,06.04,2.85,-0.92,2.17,1.22,14.11,1.84,11.11,-0.23,-0.7,9.15,4.73
JSPT,2019,03.09,5,8.57,10.53,-15.48,-7.51,7.61,-7.55,-17.35,11.11,-0.56,14.53
JSPT,2020,-1.95,-10.45,2.22,0,7.61,0.51,0,3.52,-4.37,7.61,-15.57,-5.03
JSPT,2021,0,-1.76,-0.6,-1.81,3.68,-6.51,8.23,-10.53,3.27,-1.9,3.23,-5.63
JSPT,2022,7.95,-6.75,1.32,-3.9,3.38,10.46,0,-1.78,1.81,-2.37,-4.85,07.01
JSPT,2023,-4.17,1.86,-2.44,5.62,0,1.18,04.09,-5.06,1.18,1.17,1.16,48
JTPE,2019,27.02,2.38,18.6,8.5,-0.6,18.18,01.03,1.52,-1.5,-1.02,-6.15,7.1
JTPE,2020,-1.53,02.07,-15.74,-3.61,-6.87,4.7,-2.56,8.55,8.48,-1.12,3.95,9.78
JTPE,2021,8.91,20.45,4.91,-11.15,-1.62,6.58,-11.58,-5.24,-0.92,1.86,0.91,-4.52
JTPE,2022,-15.64,0.56,8.94,21.54,-15.19,-5.47,-72.63,7.69,1.43,-2.82,-2.9,-1.49
JTPE,2023,-2.27,0,-3.1,-0.8,04.03,0.78,-13.08,30.09,02.04,19.33,-5.59,-8.88
KAEF,2019,13.46,8.14,11.6,-15.73,13,-0.88,-4.76,-4.37,-5.23,-4.48,-37.36,-27.95
KAEF,2020,-20,-42,125.86,1.53,-12.78,-3.45,100.89,35.11,-4.93,9,0,34.92
KAEF,2021,-26.59,13.14,-27.48,9.38,-7.14,20.77,-15.29,-9.4,-0.41,1.25,12.76,-11.31
KAEF,2022,-9.47,-4.55,-17.14,-15.23,2.37,-11.92,03.01,2.19,-10.71,-4,5,-13.89
KAEF,2023,-3.23,0.48,-12.32,-3.24,-20.11,09.09,8.97,-1.18,-4.17,-10.56,-0.69,102.1
KARW,2019,3.57,12.64,-11.22,-6.9,-4.94,-9.09,0,-15.71,50.85,-14.61,-15.79,0
KARW,2020,-7.81,-15.25,0,0,0,0,0,0,6,13.21,18.33,5.63
KARW,2021,-13.33,-1.54,-3.12,87.1,-0.86,-10.43,0.97,-6.73,-6.19,2.2,9.68,34.31
KARW,2022,51.82,-12.02,-14.21,5.1,-10.91,-35.37,-15.79,-3.75,11.69,-13.95,22.97,-4.4
KARW,2023,-14.94,-4.05,-25.35,16.98,-14.52,7.55,07.02,1.64,-9.68,3.57,-13.79,0
KAYU,2019,,,,,,,180,30.95,-63.64,-18.5,-49.69,-17.07
KAYU,2020,16.18,-36.71,0,0,0,0,2,-1.96,0,2,35.29,11.59
KAYU,2021,-19.48,-1.61,49.18,8.79,-27.27,-20.83,07.02,-3.28,13.56,-4.48,-3.12,-19.35
KAYU,2022,0,0,0,0,0,0,0,0,0,0,0,0
KAYU,2023,0,0,0,36,51.47,48.54,8.5,68.67,30,31.32,10.88,-77.17
KBAG,2020,,,,158,13.95,33.33,-4.59,-67.38,-22.95,-42.55,-7.41,0
KBAG,2021,0,0,0,0,0,0,0,2,3.92,24.53,68.18,-44.14
KBAG,2022,-19.35,0,0,0,0,0,0,0,0,0,0,0
KBAG,2023,0,0,0,0,0,0,0,0,0,0,0,0
KBLI,2019,1.32,5.88,2.47,33.13,28.96,-2.63,8.11,-0.83,6.72,-10.24,-1.75,-6.25
KBLI,2020,-8.19,-11.2,-2.34,-4.78,-3.02,02.07,-3.55,-18.42,0.65,0,15.38,6.67
KBLI,2021,02.08,-2.04,-2.08,-7.45,0,04.02,-7.18,-7.14,-3.21,-2.65,-0.68,-4.11
KBLI,2022,-2.14,3.65,-3.52,2.92,22.7,-5.2,-0.61,-6.75,-2.63,1.35,0.67,3.97
KBLI,2023,-4.46,-2,0,0.68,11.49,-6.06,10.32,-5.85,-0.62,2.5,-1.83,4.97
KBLM,2019,-0.8,-1.61,-10.66,15.6,-6.35,-1.69,32.76,1.95,0,-10.83,1.43,07.04
KBLM,2020,-15.79,1.56,0.77,29.77,-11.76,-25.33,-1.79,-5.45,-7.21,2.59,10.1,-0.92
KBLM,2021,-4.63,5.83,-1.83,-2.8,-0.96,-4.37,5.58,-3.85,1,6.93,-4.63,9.71
KBLM,2022,-5.31,-2.8,-5.29,4.57,26.21,03.08,2.24,-7.3,-1.57,3.2,-1.55,-3.94
KBLM,2023,22.95,-6.67,-12.14,6.5,-2.29,-0.78,07.09,5.15,3.5,-8.11,0,-3.68
KBLV,2019,-28.57,-4.8,-8.4,7.34,-16.24,2.55,5.47,-5.66,-15,22.94,-23.44,-14.38
KBLV,2020,9.49,-6.67,28.57,-2.78,-5.71,12.12,-6.49,2.31,-22.6,42.34,11.79,-5.96
KBLV,2021,-4.39,-10.2,2.27,35.56,-14.75,43.03,42.86,-7.65,-7.64,-4.14,68.35,-51.28
KBLV,2022,-20,-17.98,-11.23,-34.34,3.67,-3.54,6.42,-16.38,-10.82,-7.51,-17.5,-25
KBLV,2023,-14.14,-20,8.82,0,04.05,16.88,27.78,-11.3,-2.94,-24.24,0,-4
KBRI,2019,0,0,0,0,0,0,0,0,0,0,0,0
KBRI,2020,0,0,0,0,0,0,0,0,0,0,0,0
KBRI,2021,0,0,0,0,0,0,0,0,0,0,0,0
KBRI,2022,0,0,0,0,0,0,0,0,0,0,0,0
KBRI,2023,0,0,0,0,0,0,0,0,0,0,0,0
KDSI,2019,-3,-2.06,4.74,-0.5,-2.02,12.37,16.06,20.16,-14.47,6.92,-15.83,0
KDSI,2020,-10.26,-12.86,-25.14,0.73,13.77,-5.73,2.7,2.63,-10.9,05.04,15.07,-1.79
KDSI,2021,-6.06,2.58,-2.52,7.1,7.23,-4.49,10,-5.88,-3.41,5.88,18.89,2.34
KDSI,2022,-4.11,-0.48,-4.31,0,8,2.78,-8.11,-0.49,-2.46,0,5.56,10.05
KDSI,2023,-7.83,3.77,0,-4.09,11.37,7.66,-5.53,22.18,-1.37,5.21,12.54,02.05
KDTN,2022,,,,,,,,,,,16.67,-17.14
KDTN,2023,-4.83,-5.8,-3.08,14.29,-16.67,0.83,-1.65,0,-7.56,-3.64,-5.66,16
KEEN,2019,,,,,,,,,60.35,0.79,-5.47,-9.09
KEEN,2020,-24.36,-5.77,-6.63,-12.57,-12.5,24.29,10.92,-18.13,-6.33,1.35,3.33,29.03
KEEN,2021,-25,6.67,-1.88,7.64,37.87,-14.16,-1,8.59,-2.33,4.76,-0.45,1.83
KEEN,2022,5.38,1.7,0,-4.18,-2.18,1.79,3.51,50.42,8.45,-9.09,9.29,-15.03
KEEN,2023,-19.23,0,4.76,-1.82,17.59,17.32,9.4,1.84,03.01,-0.58,-11.18,2.65
KEJU,2019,,,,,,,,,,,50.67,-16.81
KEJU,2020,-14.36,1.24,-7.36,-3.31,17.81,2.33,16.48,19.51,2.45,-8.76,9.61,7.97
KEJU,2021,-5.54,07.03,-1.46,-0.37,-6.69,-3.19,0.41,4.1,-3.94,0,-1.64,-1.25
KEJU,2022,-4.22,0.44,4.39,7.56,0,-0.39,25.1,-6.9,-3.03,0,-1.39,0.7
KEJU,2023,-3.85,-0.36,-5.11,-1.15,-4.67,-2.86,0.84,0.42,-0.83,-3.77,1.74,-1.28
KETR,2022,,,,,,,,,,,-18.67,13.11
KETR,2023,-16.67,-10.43,-16.02,-1.16,0,1.17,9.25,0,-4.76,17.78,21.7,-9.3
KIAS,2019,0,0,0,0,0,0,-5,-16.84,7.59,-5.88,-2.5,-17.95
KIAS,2020,-6.25,-16.67,0,0,0,0,0,0,0,0,0,0
KIAS,2021,0,0,4,-3.85,0,0,0,0,0,0,0,0
KIAS,2022,0,0,0,0,0,0,0,0,0,0,0,0
KIAS,2023,0,0,0,0,0,-66,52.94,-26.92,-26.32,7.14,0,0
KICI,2019,0.7,4.9,0,-5.33,-7.04,13.64,-20,-0.83,-7.56,63.64,2.78,-45.41
KICI,2020,15.84,-24.79,50,-21.97,4.85,-13.43,33.69,-6.4,5.13,-21.95,29.17,-14.52
KICI,2021,-2.83,8.74,6.25,0,2.52,14.75,-25,10.48,1.72,3.39,42.62,-17.24
KICI,2022,-6.25,-1.48,13.53,-10.6,-28.15,-1.55,-5.76,2.78,8.11,-2,15.31,-8.85
KICI,2023,-4.37,-6.09,-3.78,0,1.12,-5.56,1.76,-7.51,-12.5,-2.14,2.19,-3.57
KIJA,2019,-5.8,-5.38,-0.81,2.46,8,17.04,-2.53,3.25,0,1.26,-1.86,-7.59
KIJA,2020,1.37,-6.76,-55.8,8.2,06.06,2.86,10.42,-9.43,28.47,12.43,1.92,0.94
KIJA,2021,-29.44,7.28,8.64,1.14,7.87,-11.46,0,-0.59,-6.51,0,9.49,-4.05
KIJA,2022,-3.61,5,2.38,-1.16,-2.94,0,-1.21,-1.23,-4.35,-2.6,-2,-0.68
KIJA,2023,-5.48,-1.45,-6.62,-5.51,7.5,6.2,13.14,-1.94,7.24,-19.02,-1.52,03.08
KING,2023,,12.31,72.6,25.4,-27.22,-11.3,-20.1,-17.79,-29.1,24.21,-4.24,-7.08
KINO,2019,6.79,-6.69,-11.11,4.44,0.39,11.15,6.92,6.8,4.85,21.39,-22.14,4.89
KINO,2020,-15.45,-4.14,-27.7,54.23,-14.19,29.7,-3.77,-4.82,-2.85,0.98,-6.77,-5.88
KINO,2021,-15.44,-0.87,-9.21,13.53,-5.96,17.65,0,-15.38,-4.55,1.43,-4.69,0
KINO,2022,31.53,23.22,3.65,40.76,-14.58,-29.27,-15.17,-3.66,-3.38,-8.73,-24.64,-2.54
KINO,2023,3.58,5.66,-9.52,-3.62,1.37,0,06.06,-3.17,-3.93,-5.12,2.16,-10.92
KIOS,2019,-46.92,9.78,-1.65,-46.31,-27.5,24.14,-29.86,-10.5,-13.72,-20.51,18.71,-15.76
KIOS,2020,-9.03,4.96,-38.18,-1.64,-8.33,35.76,-21.88,-1.71,-0.58,-1.75,-11.9,0
KIOS,2021,349.32,5.26,-25.71,20.19,27.2,1.89,64.2,-21.8,1.44,-25.12,-11.39,-25
KIOS,2022,-4.76,-1.2,-5.26,-27.78,-2.37,-27.27,20,47.22,23.82,-6.67,-24.49,-52.7
KIOS,2023,-38.86,-17.76,-9.09,-12.5,14.29,-15,1.47,-4.35,-1.52,-12.31,-3.51,-7.27
KJEN,2019,,,,,,,593.07,8.21,31.68,2.26,-1.47,2.49
KJEN,2020,-2.91,-0.5,-36.68,0,-6.75,-6.38,0,17.27,9.3,-6.74,0,-12.93
KJEN,2021,-17.03,10.53,-31.43,-20.83,-3.51,-8.18,-5.74,-8.4,31.88,-7.83,42.45,45.7
