,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
47,ARTI,0.0,0.0,19,01 Dec 2020,30 Dec 2020,12830000,256600,117,22--,2020,12
48,ARTO,48.79,2236.96,19,01 Dec 2020,30 Dec 2020,270151754000,66389400,28798,81--,2020,12
49,ASBI,-0.64,24.0,19,01 Dec 2020,30 Dec 2020,187243400,618700,57,84--,2020,12
50,ASDM,-1.11,-23.61,19,01 Dec 2020,30 Dec 2020,103447500,115900,149,84--,2020,12
51,ASGR,2.56,-39.85,19,01 Dec 2020,30 Dec 2020,24383944500,29668500,5671,97--,2020,12
52,ASII,13.68,-26.75,19,01 Dec 2020,30 Dec 2020,8248311330000,1402216900,296767,42--,2020,12
53,ASJT,65.29,-44.44,19,01 Dec 2020,30 Dec 2020,4986851100,25039400,3436,84--,2020,12
54,ASMI,-7.48,41.43,19,01 Dec 2020,30 Dec 2020,373865000,369900,434,84--,2020,12
55,ASPI,7.53,-4.76,19,01 Dec 2020,30 Dec 2020,40049323500,354047200,24959,61--,2020,12
56,ASRI,2.54,-22.44,19,01 Dec 2020,30 Dec 2020,1405397346600,5387381300,212524,61--,2020,12
57,ASRM,-0.59,-28.51,19,01 Dec 2020,30 Dec 2020,92969000,55400,91,84--,2020,12
58,ASSA,23.3,74.45,19,01 Dec 2020,30 Dec 2020,270450298500,439344400,38857,74--,2020,12
59,ATIC,-10.85,-36.11,19,01 Dec 2020,30 Dec 2020,43479500,69900,133,97--,2020,12
60,AUTO,-5.51,-24.15,19,01 Dec 2020,30 Dec 2020,60648607500,52004400,16627,42--,2020,12
61,AYLS,0.0,-50.0,19,01 Dec 2020,30 Dec 2020,2373675700,46911100,3104,91--,2020,12
62,BABP,0.0,0.0,19,01 Dec 2020,30 Dec 2020,11427868800,225887000,9055,81--,2020,12
63,BACA,-5.05,25.33,19,01 Dec 2020,30 Dec 2020,671805800,1662800,453,81--,2020,12
64,BAJA,-4.92,2.65,19,01 Dec 2020,30 Dec 2020,18632055800,140515500,12542,33--,2020,12
65,BALI,-11.11,-48.72,19,01 Dec 2020,30 Dec 2020,2326086500,2874500,1251,75--,2020,12
66,BAPA,0.0,-54.13,19,01 Dec 2020,30 Dec 2020,32130000,642600,82,61--,2020,12
67,BAPI,0.0,-66.67,19,01 Dec 2020,30 Dec 2020,51130000,1022600,194,61--,2020,12
68,BATA,0.79,5.83,19,01 Dec 2020,30 Dec 2020,224512500,354600,205,44--,2020,12
69,BAYU,6.19,-42.38,19,01 Dec 2020,30 Dec 2020,48355000,42500,47,94--,2020,12
70,BBCA,9.11,30.19,19,01 Dec 2020,30 Dec 2020,13416159087500,401128000,266271,81--,2020,12
71,BBHI,75.21,147.95,19,01 Dec 2020,30 Dec 2020,56463451600,137523100,19114,81--,2020,12
72,BBKP,111.4,111.4,19,01 Dec 2020,30 Dec 2020,6470971843700,14045517700,533861,81--,2020,12
73,BBLD,3.37,-22.03,19,01 Dec 2020,30 Dec 2020,336452200,917300,135,82--,2020,12
74,BBMD,-3.85,8.7,19,01 Dec 2020,30 Dec 2020,234728500,160600,142,81--,2020,12
75,BBNI,2.92,-29.83,19,01 Dec 2020,30 Dec 2020,5813081800000,903454500,283665,81--,2020,12
76,BBRI,1.96,13.93,19,01 Dec 2020,30 Dec 2020,12215001451000,2856556400,490012,81--,2020,12
77,BBRM,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,74--,2020,12
78,BBSI,7.1,72.92,19,01 Dec 2020,30 Dec 2020,2494077500,3145400,1034,81--,2020,12
79,BBSS,-4.67,-15.0,19,01 Dec 2020,30 Dec 2020,15676469600,149738200,13459,61--,2020,12
80,BBTN,4.86,-32.09,19,01 Dec 2020,30 Dec 2020,2613980229500,1443980500,162889,81--,2020,12
81,BBYB,-2.61,4.93,19,01 Dec 2020,30 Dec 2020,3089601800,9343300,2312,81--,2020,12
82,BCAP,6.3,-10.6,19,01 Dec 2020,30 Dec 2020,4777912000,34326800,19360,89--,2020,12
83,BCIC,0.0,55.56,19,01 Dec 2020,30 Dec 2020,0,0,0,81--,2020,12
84,BCIP,19.05,-15.73,19,01 Dec 2020,30 Dec 2020,35034388600,452438300,17594,61--,2020,12
85,BDMN,-0.95,-58.68,19,01 Dec 2020,30 Dec 2020,332534611000,99377700,35497,81--,2020,12
86,BEEF,3.23,-52.94,19,01 Dec 2020,30 Dec 2020,85089149200,488382800,35714,13--,2020,12
87,BEKS,96.0,96.0,19,01 Dec 2020,30 Dec 2020,258035692600,1939273400,55012,81--,2020,12
88,BELL,-1.24,-33.75,19,01 Dec 2020,30 Dec 2020,15969897400,98435000,6229,43--,2020,12
89,BESS,-1.64,128.57,19,01 Dec 2020,30 Dec 2020,607580800,2553200,734,74--,2020,12
90,BEST,-1.1,-13.46,19,01 Dec 2020,30 Dec 2020,909251282300,4577306300,126597,61--,2020,12
91,BFIN,46.6,-15.79,19,01 Dec 2020,30 Dec 2020,1334759903800,2841498100,92301,82--,2020,12
92,BGTG,13.85,-9.76,19,01 Dec 2020,30 Dec 2020,68263719700,893781100,25884,81--,2020,12
93,BHAT,-7.46,501.94,19,01 Dec 2020,30 Dec 2020,1906277552000,2935268300,57625,84--,2020,12
94,BHIT,-4.35,13.79,19,01 Dec 2020,30 Dec 2020,116553509200,1582921200,55796,98--,2020,12
95,BIKA,14.81,-28.46,19,01 Dec 2020,30 Dec 2020,227410200,1153500,620,61--,2020,12
96,BIMA,0.0,-10.71,19,01 Dec 2020,30 Dec 2020,6040000,120800,109,44--,2020,12
97,BINA,-3.5,2.99,19,01 Dec 2020,30 Dec 2020,43392545500,62439300,1959,81--,2020,12
98,BIPI,0.0,0.0,19,01 Dec 2020,30 Dec 2020,38903269900,766476000,11445,22--,2020,12
99,BIPP,-1.96,-43.18,19,01 Dec 2020,30 Dec 2020,1854656200,36673000,1545,61--,2020,12
100,BIRD,13.04,-54.7,19,01 Dec 2020,30 Dec 2020,426901370500,290294600,62109,74--,2020,12
101,BISI,0.98,-38.51,19,01 Dec 2020,30 Dec 2020,11054657000,10571900,3643,11--,2020,12
102,BJBR,16.98,-24.39,19,01 Dec 2020,30 Dec 2020,1118349501500,700137000,101587,81--,2020,12
103,BJTM,7.09,-1.45,19,01 Dec 2020,30 Dec 2020,588141361500,832048200,118574,81--,2020,12
104,BKDP,-3.77,-16.39,19,01 Dec 2020,30 Dec 2020,85736200,1656100,339,61--,2020,12
105,BKSL,0.0,-54.13,19,01 Dec 2020,30 Dec 2020,226843894600,4348127000,44392,61--,2020,12
106,BKSW,-7.02,-41.76,19,01 Dec 2020,30 Dec 2020,252035700,2366900,589,81--,2020,12
107,BLTA,0.0,-74.49,19,01 Dec 2020,30 Dec 2020,16675000,333500,71,74--,2020,12
108,BLTZ,-4.17,-36.38,19,01 Dec 2020,30 Dec 2020,13896000,4500,9,95--,2020,12
109,BLUE,0.0,438.46,19,01 Dec 2020,30 Dec 2020,2234101500,3146600,1956,91--,2020,12
110,BMAS,47.26,16.85,19,01 Dec 2020,30 Dec 2020,557904200,1559500,479,81--,2020,12
111,BMRI,0.0,-14.24,19,01 Dec 2020,30 Dec 2020,7186792017500,1084697700,235729,81--,2020,12
112,BMSR,15.94,-52.94,19,01 Dec 2020,30 Dec 2020,2553357200,31241600,2486,91--,2020,12
113,BMTR,8.21,19.83,19,01 Dec 2020,30 Dec 2020,1104114757800,3710379400,138861,98--,2020,12
114,BNBA,-1.05,35.97,19,01 Dec 2020,30 Dec 2020,2619193600,6720700,1456,81--,2020,12
115,BNBR,0.0,0.0,19,01 Dec 2020,30 Dec 2020,1873780000,37475600,1553,98--,2020,12
116,BNGA,19.88,8.74,19,01 Dec 2020,30 Dec 2020,525767910500,502586500,56461,81--,2020,12
117,BNII,50.43,67.96,19,01 Dec 2020,30 Dec 2020,420374899400,1262864000,81525,81--,2020,12
118,BNLI,26.36,383.2,19,01 Dec 2020,30 Dec 2020,203694346000,68267500,31174,81--,2020,12
119,BOGA,2.22,98.56,19,01 Dec 2020,30 Dec 2020,1177903624000,877507600,40121,91--,2020,12
120,BOLA,8.61,-6.29,19,01 Dec 2020,30 Dec 2020,5243443500,31399400,1732,99--,2020,12
121,BOLT,15.33,-18.56,19,01 Dec 2020,30 Dec 2020,148999000,190100,234,42--,2020,12
122,BOSS,-7.98,-93.75,19,01 Dec 2020,30 Dec 2020,117704305000,596757600,47882,21--,2020,12
123,BPFI,0.0,76.92,19,01 Dec 2020,30 Dec 2020,2875000,2500,2,82--,2020,12
124,BPII,0.0,53.85,19,01 Dec 2020,30 Dec 2020,0,0,0,89--,2020,12
125,BPTR,6.58,-5.81,19,01 Dec 2020,30 Dec 2020,143647400,1831200,715,74--,2020,12
126,BRAM,16.85,-14.75,19,01 Dec 2020,30 Dec 2020,462059000,97800,280,42--,2020,12
127,BRIS,57.34,328.57,19,01 Dec 2020,30 Dec 2020,9068586933000,4670326200,712698,81--,2020,12
128,BRMS,38.33,66.0,19,01 Dec 2020,30 Dec 2020,723539559400,8964906400,80145,23--,2020,12
129,BRNA,6.67,0.0,19,01 Dec 2020,30 Dec 2020,94938000,81500,83,35--,2020,12
130,BRPT,4.76,-53.97,19,01 Dec 2020,30 Dec 2020,1772314771000,1490743500,120353,34--,2020,12
131,BSDE,16.67,-2.39,19,01 Dec 2020,30 Dec 2020,1309889381000,1114815500,121528,61--,2020,12
132,BSIM,4.34,-8.18,19,01 Dec 2020,30 Dec 2020,4787513000,10374600,1851,81--,2020,12
133,BSSR,1.5,-27.56,19,01 Dec 2020,30 Dec 2020,1094069000,634300,666,21--,2020,12
134,BSWD,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,81--,2020,12
135,BTEK,0.0,-66.67,19,01 Dec 2020,30 Dec 2020,440770000,8815400,654,51--,2020,12
136,BTEL,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,73--,2020,12
137,BTON,32.74,30.43,19,01 Dec 2020,30 Dec 2020,2848894800,10274100,1557,33--,2020,12
138,BTPN,19.62,-9.59,19,01 Dec 2020,30 Dec 2020,10475014000,3448200,3335,81--,2020,12
139,BTPS,-9.2,108.91,19,01 Dec 2020,30 Dec 2020,1119466448000,283787300,118248,81--,2020,12
140,BUDI,-1.0,3.12,19,01 Dec 2020,30 Dec 2020,7876091000,79277200,3052,51--,2020,12
141,BUKK,24.16,-41.84,19,01 Dec 2020,30 Dec 2020,1338608500,1374400,1166,75--,2020,12
142,BULL,12.18,199.15,19,01 Dec 2020,30 Dec 2020,1504336300600,4664530200,86672,74--,2020,12
143,BUMI,7.46,-30.1,19,01 Dec 2020,30 Dec 2020,1562913547000,21441913900,187125,21--,2020,12
144,BUVA,-8.33,-73.3,19,01 Dec 2020,30 Dec 2020,551213300,9387300,861,94--,2020,12
145,BVIC,8.57,-40.0,19,01 Dec 2020,30 Dec 2020,10956828400,90965700,7532,81--,2020,12
146,BWPT,15.2,-12.2,19,01 Dec 2020,30 Dec 2020,641519467200,4472824700,112680,12--,2020,12
147,BYAN,-0.16,-22.14,19,01 Dec 2020,30 Dec 2020,2908980000,195400,273,21--,2020,12
148,CAKK,-1.89,-44.68,19,01 Dec 2020,30 Dec 2020,2711965000,49040300,2958,32--,2020,12
149,CAMP,17.05,-12.72,19,01 Dec 2020,30 Dec 2020,35724828000,112838800,14994,51--,2020,12
150,CANI,5.66,-57.58,19,01 Dec 2020,30 Dec 2020,17324300,154200,191,74--,2020,12
151,CARE,-15.26,212.62,19,01 Dec 2020,30 Dec 2020,2292669483800,6815759700,79145,96--,2020,12
152,CARS,0.0,-98.21,19,01 Dec 2020,30 Dec 2020,2098965000,41979300,734,91--,2020,12
153,CASA,-3.09,21.29,19,01 Dec 2020,30 Dec 2020,28823868200,74347100,173,89--,2020,12
154,CASH,-4.88,33.71,19,01 Dec 2020,30 Dec 2020,17672530100,36903200,2589,97--,2020,12
155,CASS,28.57,-61.97,19,01 Dec 2020,30 Dec 2020,29925314800,110384200,10754,72--,2020,12
156,CBMF,-1.72,256.25,19,01 Dec 2020,30 Dec 2020,20163520800,36860400,3894,55--,2020,12
157,CCSI,0.0,-3.2,19,01 Dec 2020,30 Dec 2020,3253933800,13154100,1829,45--,2020,12
158,CEKA,0.28,29.82,19,01 Dec 2020,30 Dec 2020,4790957000,2659000,1862,51--,2020,12
159,CENT,7.58,65.12,19,01 Dec 2020,30 Dec 2020,45303982500,304531800,10707,75--,2020,12
160,CFIN,14.71,-25.48,19,01 Dec 2020,30 Dec 2020,12751845600,55308300,5499,82--,2020,12
161,CINT,2.56,-15.49,19,01 Dec 2020,30 Dec 2020,102632400,421500,187,55--,2020,12
162,CITA,31.28,61.96,19,01 Dec 2020,30 Dec 2020,828285000,310800,369,23--,2020,12
163,CITY,-7.45,-78.14,19,01 Dec 2020,30 Dec 2020,44550300,486800,399,61--,2020,12
164,CLAY,-21.01,641.67,19,01 Dec 2020,30 Dec 2020,286789500,195900,243,94--,2020,12
165,CLEO,3.31,76.06,19,01 Dec 2020,30 Dec 2020,213392172700,390421200,49962,51--,2020,12
166,CLPI,4.86,17.97,19,01 Dec 2020,30 Dec 2020,2558117000,3426400,1242,91--,2020,12
167,CMNP,22.22,20.31,19,01 Dec 2020,30 Dec 2020,37853848000,29347600,6337,72--,2020,12
168,CMPP,0.0,-11.54,19,01 Dec 2020,30 Dec 2020,0,0,0,74--,2020,12
169,CNKO,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,91--,2020,12
170,CNTB,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,43--,2020,12
171,CNTX,-3.54,-53.81,19,01 Dec 2020,30 Dec 2020,186834400,852900,229,43--,2020,12
172,COCO,-24.32,253.54,19,01 Dec 2020,30 Dec 2020,1643597500,2057600,1085,51--,2020,12
173,COWL,0.0,-88.04,19,01 Dec 2020,30 Dec 2020,0,0,0,61--,2020,12
174,CPIN,7.41,-9.69,19,01 Dec 2020,30 Dec 2020,1358712880000,206477600,93375,36--,2020,12
175,CPRI,0.0,-60.0,19,01 Dec 2020,30 Dec 2020,64575000,1291500,196,61--,2020,12
176,CPRO,0.0,0.0,19,01 Dec 2020,30 Dec 2020,263795000,5275900,9631,36--,2020,12
177,CSAP,11.56,-29.17,19,01 Dec 2020,30 Dec 2020,624833800,1650600,237,93--,2020,12
178,CSIS,22.64,-79.43,19,01 Dec 2020,30 Dec 2020,12190463800,171283500,10051,62--,2020,12
179,CSMI,5.88,175.51,19,01 Dec 2020,30 Dec 2020,133975100,252300,193,94--,2020,12
180,CSRA,2.73,200.8,19,01 Dec 2020,30 Dec 2020,33456021800,86198500,12849,12--,2020,12
181,CTBN,-6.4,-25.12,19,01 Dec 2020,30 Dec 2020,36435000,11500,44,33--,2020,12
182,CTRA,6.49,-2.48,19,01 Dec 2020,30 Dec 2020,1303183889000,1355846900,127747,61--,2020,12
183,CTTH,5.77,-53.78,19,01 Dec 2020,30 Dec 2020,282928900,5066900,734,24--,2020,12
184,DADA,-11.86,-49.02,19,01 Dec 2020,30 Dec 2020,32965239600,622321000,25255,61--,2020,12
185,DART,-6.67,-7.44,19,01 Dec 2020,30 Dec 2020,250018200,1124000,469,61--,2020,12
186,DAYA,-13.72,85.71,19,01 Dec 2020,30 Dec 2020,46031200,119600,155,93--,2020,12
187,DEAL,-4.05,-73.21,19,01 Dec 2020,30 Dec 2020,61273696000,397043400,31788,74--,2020,12
188,DEFI,1.51,-7.42,19,01 Dec 2020,30 Dec 2020,509222500,303000,322,82--,2020,12
189,DEWA,0.0,0.0,19,01 Dec 2020,30 Dec 2020,1417960000,28359200,855,21--,2020,12
190,DFAM,-12.71,-76.59,19,01 Dec 2020,30 Dec 2020,305649200,1421500,917,94--,2020,12
191,DGIK,0.0,0.0,19,01 Dec 2020,30 Dec 2020,41845000,836900,127,62--,2020,12
192,DIGI,11.11,-77.78,19,01 Dec 2020,30 Dec 2020,109923600,298300,171,97--,2020,12
193,DILD,3.77,-28.57,19,01 Dec 2020,30 Dec 2020,383021337800,1617176800,59543,61--,2020,12
194,DIVA,14.76,-25.16,19,01 Dec 2020,30 Dec 2020,5356473000,2536200,520,93--,2020,12
195,DKFT,-6.32,-41.83,19,01 Dec 2020,30 Dec 2020,543773578000,2485037100,121651,23--,2020,12
196,DLTA,2.8,-20.0,19,01 Dec 2020,30 Dec 2020,5092993000,1184700,1280,51--,2020,12
197,DMAS,-5.38,54.72,19,01 Dec 2020,30 Dec 2020,784491579600,3111666100,123387,61--,2020,12
198,DMMX,19.8,2.61,19,01 Dec 2020,30 Dec 2020,31963579800,147170400,11834,95--,2020,12
199,DMND,3.95,0.55,19,01 Dec 2020,30 Dec 2020,574868000,629000,624,51--,2020,12
200,DNAR,-6.99,-37.32,19,01 Dec 2020,30 Dec 2020,284404800,1557700,402,81--,2020,12
201,DNET,1.74,6.38,19,01 Dec 2020,30 Dec 2020,3468149000,1013500,462,97--,2020,12
202,DOID,-14.15,-32.95,19,01 Dec 2020,30 Dec 2020,2119791492000,5073389500,252921,21--,2020,12
203,DPNS,7.03,-13.29,19,01 Dec 2020,30 Dec 2020,71760800,280100,149,34--,2020,12
204,DPUM,-1.89,-59.38,19,01 Dec 2020,30 Dec 2020,1345924400,24219700,1993,91--,2020,12
205,DSFI,28.12,-18.81,19,01 Dec 2020,30 Dec 2020,10950513300,147529200,9233,14--,2020,12
206,DSNG,-3.17,48.78,19,01 Dec 2020,30 Dec 2020,177770960500,283055200,22661,12--,2020,12
207,DSSA,-7.38,18.52,19,01 Dec 2020,30 Dec 2020,802605000,52300,176,21--,2020,12
208,DUCK,8.47,-75.38,19,01 Dec 2020,30 Dec 2020,413308988500,941489100,80611,94--,2020,12
209,DUTI,0.0,-13.44,19,01 Dec 2020,30 Dec 2020,653429000,165100,222,61--,2020,12
210,DVLA,-3.97,24.74,19,01 Dec 2020,30 Dec 2020,1609762000,643300,1097,53--,2020,12
211,DWGL,-18.81,127.78,19,01 Dec 2020,30 Dec 2020,1129737100,6145100,1538,91--,2020,12
212,DYAN,5.77,-28.57,19,01 Dec 2020,30 Dec 2020,12765111900,225293200,9987,99--,2020,12
213,EAST,-4.76,-54.89,19,01 Dec 2020,30 Dec 2020,2690152300,42865600,3189,94--,2020,12
214,ECII,-9.03,-42.04,19,01 Dec 2020,30 Dec 2020,232251500,332000,70,93--,2020,12
215,EKAD,-1.18,47.37,19,01 Dec 2020,30 Dec 2020,8757415000,6860000,5306,34--,2020,12
216,ELSA,19.73,2.33,19,01 Dec 2020,30 Dec 2020,1700708794600,4751759100,214134,22--,2020,12
217,ELTY,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,61--,2020,12
218,EMDE,-2.04,-24.41,19,01 Dec 2020,30 Dec 2020,77531800,409500,125,61--,2020,12
219,EMTK,68.17,66.67,19,01 Dec 2020,30 Dec 2020,62973552500,5383300,3214,95--,2020,12
220,ENRG,48.28,158.0,19,01 Dec 2020,30 Dec 2020,779794364700,7129146800,145146,22--,2020,12
221,ENVY,0.0,-86.49,19,01 Dec 2020,30 Dec 2020,139517500,2790200,184,97--,2020,12
222,ENZO,0.0,-52.38,19,01 Dec 2020,30 Dec 2020,2479804800,49554600,2931,51--,2020,12
223,EPAC,0.71,28.18,19,01 Dec 2020,30 Dec 2020,40408055800,259462900,29431,35--,2020,12
224,EPMT,11.05,0.48,19,01 Dec 2020,30 Dec 2020,6306829000,3052700,1082,91--,2020,12
225,ERAA,27.91,0.0,19,01 Dec 2020,30 Dec 2020,1790031921500,889109300,149216,93--,2020,12
226,ERTX,-9.09,-3.23,19,01 Dec 2020,30 Dec 2020,15795700,126700,146,43--,2020,12
227,ESIP,21.18,-36.81,19,01 Dec 2020,30 Dec 2020,45686177800,432117500,25750,35--,2020,12
228,ESSA,26.51,-34.78,19,01 Dec 2020,30 Dec 2020,286198045800,1288500900,56625,34--,2020,12
229,ESTA,25.0,8.33,19,01 Dec 2020,30 Dec 2020,775247000,6912800,1297,94--,2020,12
230,ESTI,0.0,-35.8,19,01 Dec 2020,30 Dec 2020,228696000,4043300,827,43--,2020,12
231,ETWA,0.0,-23.46,19,01 Dec 2020,30 Dec 2020,0,0,0,34--,2020,12
232,EXCL,13.28,37.88,19,01 Dec 2020,30 Dec 2020,5028452945000,1877033500,277478,73--,2020,12
233,FAST,11.79,-34.73,19,01 Dec 2020,30 Dec 2020,3457928000,3129500,2012,94--,2020,12
234,FASW,6.79,-3.86,19,01 Dec 2020,30 Dec 2020,327900000,44400,36,38--,2020,12
235,FILM,-8.65,-72.06,19,01 Dec 2020,30 Dec 2020,34670445400,156136900,16252,95--,2020,12
236,FINN,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,82--,2020,12
237,FIRE,194.64,-82.97,19,01 Dec 2020,30 Dec 2020,463435006000,486299600,88630,21--,2020,12
238,FISH,-12.67,-35.47,19,01 Dec 2020,30 Dec 2020,46348000,16400,21,91--,2020,12
239,FITT,41.67,-16.67,19,01 Dec 2020,30 Dec 2020,371140700,4665700,1202,94--,2020,12
240,FMII,37.86,-4.29,19,01 Dec 2020,30 Dec 2020,9062000,13800,43,61--,2020,12
241,FOOD,-0.96,-23.7,19,01 Dec 2020,30 Dec 2020,1109176800,10505700,2029,51--,2020,12
242,FORU,28.04,24.55,19,01 Dec 2020,30 Dec 2020,228933700,1483600,832,95--,2020,12
243,FORZ,0.0,-94.57,19,01 Dec 2020,30 Dec 2020,84635000,1692700,84,61--,2020,12
244,FPNI,194.31,126.25,19,01 Dec 2020,30 Dec 2020,259631565800,866373900,60631,35--,2020,12
245,FREN,0.0,-14.1,19,01 Dec 2020,30 Dec 2020,3191138025000,43226978700,454803,73--,2020,12
246,FUJI,-3.36,4.55,19,01 Dec 2020,30 Dec 2020,916380300,7956800,235,82--,2020,12
247,GAMA,0.0,-13.79,19,01 Dec 2020,30 Dec 2020,11960000,239200,101,61--,2020,12
248,GDST,19.57,17.02,19,01 Dec 2020,30 Dec 2020,156135093900,1247845500,57206,33--,2020,12
249,GDYR,1.07,-26.8,19,01 Dec 2020,30 Dec 2020,679121500,477700,122,42--,2020,12
250,GEMA,12.34,9.49,19,01 Dec 2020,30 Dec 2020,165054400,487900,58,99--,2020,12
251,GEMS,0.0,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,21--,2020,12
252,GGRM,-2.96,-50.97,19,01 Dec 2020,30 Dec 2020,3523671615000,81165900,136334,52--,2020,12
