,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID
602,TBMS,13.25,242,02 Jan 2020,30 Dec 2020,3017939000,4097500,2484,33--
603,TCID,-41.14,242,02 Jan 2020,30 Dec 2020,22105165000,3127500,2734,54--
604,TCPI,5.66,242,02 Jan 2020,30 Dec 2020,11830691635000,2252026400,1725158,74--
605,TDPM,-43.31,242,02 Jan 2020,30 Dec 2020,330556030600,2448389300,169846,34--
606,TEBE,-71.12,242,02 Jan 2020,30 Dec 2020,163611819500,91662200,28335,72--
607,TELE,-59.67,242,02 Jan 2020,30 Dec 2020,1192359619500,8026144000,386280,93--
608,TFAS,-7.69,242,02 Jan 2020,30 Dec 2020,7884923500,49645200,6659,91--
609,TFCO,0.0,242,02 Jan 2020,30 Dec 2020,216958600,505700,579,43--
610,TGKA,50.0,242,02 Jan 2020,30 Dec 2020,1089781000,157200,733,91--
611,TGRA,5.71,242,02 Jan 2020,30 Dec 2020,565880924600,4891756300,324171,71--
612,TIFA,133.33,242,02 Jan 2020,30 Dec 2020,28775622400,63918300,4825,82--
613,TINS,80.0,242,02 Jan 2020,30 Dec 2020,10029204493600,10790211200,901150,23--
614,TIRA,4.0,242,02 Jan 2020,30 Dec 2020,406300700,1549900,1647,91--
615,TIRT,-3.77,242,02 Jan 2020,30 Dec 2020,2264142900,41786700,1623,37--
616,TKIM,-4.14,242,02 Jan 2020,30 Dec 2020,17150707508500,2651041600,1155123,38--
617,TLKM,-16.62,242,02 Jan 2020,30 Dec 2020,109545404850000,34789507100,4361167,73--
618,TMAS,35.29,242,02 Jan 2020,30 Dec 2020,104025108500,950352600,76678,74--
619,TMPO,-13.25,242,02 Jan 2020,30 Dec 2020,2181708000,14392300,7370,95--
620,TNCA,52.52,242,02 Jan 2020,30 Dec 2020,120098281500,309360700,23551,74--
621,TOBA,45.25,242,02 Jan 2020,30 Dec 2020,15896175700,34826900,5268,21--
622,TOPS,-81.48,242,02 Jan 2020,30 Dec 2020,77268109900,613440000,60792,62--
623,TOTL,-15.14,242,02 Jan 2020,30 Dec 2020,365256692000,1097424200,119507,62--
624,TOTO,-18.49,242,02 Jan 2020,30 Dec 2020,19927600400,89846800,13092,32--
625,TOWR,19.25,242,02 Jan 2020,30 Dec 2020,34473127891500,34781032100,3554071,75--
626,TPIA,-12.53,242,02 Jan 2020,30 Dec 2020,6953438240000,876505600,270014,34--
627,TPMA,37.8,242,02 Jan 2020,30 Dec 2020,4661483200,14997900,3633,74--
628,TRAM,0.0,242,02 Jan 2020,30 Dec 2020,430955000,8619100,622,21--
629,TRIL,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,91--
630,TRIM,-36.05,242,02 Jan 2020,30 Dec 2020,5072947600,45110400,1952,83--
631,TRIO,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,93--
632,TRIS,-21.8,242,02 Jan 2020,30 Dec 2020,12569887800,46059900,6655,43--
633,TRST,10.0,242,02 Jan 2020,30 Dec 2020,3432199200,8909300,530,35--
634,TRUK,69.31,242,02 Jan 2020,30 Dec 2020,83090357300,594099400,51907,74--
635,TRUS,4.26,242,02 Jan 2020,30 Dec 2020,245974200,794200,739,82--
636,TSPC,0.36,242,02 Jan 2020,30 Dec 2020,175292868500,132427300,42466,53--
637,TUGU,-45.8,242,02 Jan 2020,30 Dec 2020,18134771000,9688600,7829,84--
638,TURI,44.44,242,02 Jan 2020,30 Dec 2020,100887109500,92950400,2621,91--
639,UCID,-21.39,242,02 Jan 2020,30 Dec 2020,447408736000,282076400,106604,43--
640,ULTJ,-4.76,242,02 Jan 2020,30 Dec 2020,633990623000,400180400,130572,51--
641,UNIC,22.08,242,02 Jan 2020,30 Dec 2020,3753492500,912600,1827,34--
642,UNIT,-10.61,242,02 Jan 2020,30 Dec 2020,478572600,3203100,1586,43--
643,UNSP,12.87,242,02 Jan 2020,30 Dec 2020,32153708600,387970800,38534,12--
644,UNTR,23.58,242,02 Jan 2020,30 Dec 2020,23222223872500,1143178100,1257338,91--
645,UNVR,-12.5,242,02 Jan 2020,30 Dec 2020,25927854532500,3359426200,1689606,54--
646,URBN,-73.46,242,02 Jan 2020,30 Dec 2020,67707197000,51203400,5130,61--
647,VICO,-28.57,242,02 Jan 2020,30 Dec 2020,2945665200,32714100,29511,89--
648,VINS,-26.02,242,02 Jan 2020,30 Dec 2020,5268929700,49135700,14632,84--
649,VIVA,-33.33,242,02 Jan 2020,30 Dec 2020,191997509300,3613445000,36224,95--
650,VOKS,-41.29,242,02 Jan 2020,30 Dec 2020,16975368800,65193400,8649,45--
651,VRNA,-25.71,242,02 Jan 2020,30 Dec 2020,93735800,876500,676,82--
652,WAPO,-6.94,242,02 Jan 2020,30 Dec 2020,364999700,4624900,1523,91--
653,WEGE,-16.34,242,02 Jan 2020,30 Dec 2020,2310189745600,10700874300,528702,62--
654,WEHA,-57.43,242,02 Jan 2020,30 Dec 2020,40251850800,454052300,59944,74--
655,WICO,-16.64,242,02 Jan 2020,30 Dec 2020,635284500,1366900,550,91--
656,WIIM,221.43,242,02 Jan 2020,30 Dec 2020,3257124689300,8327840600,594847,52--
657,WIKA,-0.25,242,02 Jan 2020,30 Dec 2020,11775083998000,8640362300,1164523,62--
658,WINS,-10.83,242,02 Jan 2020,30 Dec 2020,43608871400,423835500,13864,74--
659,WOMF,-7.97,242,02 Jan 2020,30 Dec 2020,34834474800,145243500,18494,82--
660,WOOD,-18.25,242,02 Jan 2020,30 Dec 2020,3475996980000,8055637000,522245,55--
661,WOWS,-72.0,242,02 Jan 2020,30 Dec 2020,537821519900,6524105600,336908,22--
662,WSBP,-9.87,242,02 Jan 2020,30 Dec 2020,6206398621500,28973426400,1038597,31--
663,WSKT,-3.03,242,02 Jan 2020,30 Dec 2020,17088771548800,18356023900,1473367,62--
664,WTON,-14.22,242,02 Jan 2020,30 Dec 2020,1658127953700,5234043100,372490,31--
665,YELO,-35.06,242,02 Jan 2020,30 Dec 2020,33402231500,509600600,41688,99--
666,YPAS,-21.82,242,02 Jan 2020,30 Dec 2020,171381000,438500,869,35--
667,YULE,27.59,242,02 Jan 2020,30 Dec 2020,46283300100,239809700,1404,83--
668,ZBRA,30.68,242,02 Jan 2020,30 Dec 2020,6997985400,82571200,9932,91--
669,ZINC,-51.78,242,02 Jan 2020,30 Dec 2020,9992625857800,63043069200,912765,23--
670,ZONE,-21.37,242,02 Jan 2020,30 Dec 2020,17085327300,40191500,9418,43--
671,PGJO,-32.5,238,08 Jan 2020,30 Dec 2020,5662766800,62184300,9638,94--
672,AMAR,63.22,237,09 Jan 2020,30 Dec 2020,92209331400,196882800,56801,81--
673,CSRA,200.8,237,09 Jan 2020,30 Dec 2020,570674895600,1369189300,204389,12--
674,INDO,14.55,235,13 Jan 2020,30 Dec 2020,58302874700,356966700,74574,61--
675,AMOR,53.16,234,14 Jan 2020,30 Dec 2020,257806161500,98598000,30399,83--
676,TRIN,3.0,233,15 Jan 2020,30 Dec 2020,1539672315100,5951682100,524720,61--
677,DMND,0.55,228,22 Jan 2020,30 Dec 2020,59926081000,47165200,28484,51--
678,PURA,17.14,223,29 Jan 2020,30 Dec 2020,4786775069800,37976366900,3371810,74--
679,PTPW,65.38,216,07 Feb 2020,30 Dec 2020,605577410000,480077300,107139,75--
680,TAMA,-42.86,215,10 Feb 2020,30 Dec 2020,389326244500,1295083400,145341,62--
681,AYLS,-50.0,213,12 Feb 2020,30 Dec 2020,107303277600,1139376500,76256,91--
682,IKAN,22.5,213,12 Feb 2020,30 Dec 2020,654013254700,1770072900,271328,51--
683,DADA,-49.02,211,14 Feb 2020,30 Dec 2020,756553516800,7288601400,383435,61--
684,ASPI,-4.76,210,17 Feb 2020,30 Dec 2020,867404066900,2857318600,213991,61--
685,BESS,128.57,195,09 Mar 2020,30 Dec 2020,303904830100,1335262300,77484,74--
686,ESTA,8.33,195,09 Mar 2020,30 Dec 2020,155305395300,904889800,56593,94--
687,AMAN,183.64,191,13 Mar 2020,30 Dec 2020,31634654400,133516600,19835,61--
688,CARE,212.62,191,13 Mar 2020,30 Dec 2020,10254213715800,29890396400,465517,96--
689,SAMF,231.67,180,31 Mar 2020,30 Dec 2020,12711629800,32754400,8237,34--
690,KBAG,-50.0,174,08 Apr 2020,30 Dec 2020,2794503820300,36424808200,988787,61--
691,SBAT,22.86,174,08 Apr 2020,30 Dec 2020,432095930000,2975773300,355818,43--
692,CBMF,256.25,173,09 Apr 2020,30 Dec 2020,167944154800,644036500,62461,55--
693,CSMI,175.51,173,09 Apr 2020,30 Dec 2020,12424574900,59709300,10410,94--
694,RONY,80.0,173,09 Apr 2020,30 Dec 2020,23119583100,70518400,32277,99--
695,BBSS,-15.0,170,15 Apr 2020,30 Dec 2020,225481271500,1555649800,174778,61--
696,BHAT,501.94,170,15 Apr 2020,30 Dec 2020,10129367447100,20281287900,398051,84--
697,CASH,33.71,158,04 May 2020,30 Dec 2020,316773933800,599587500,97278,97--
698,TECH,400.0,140,04 Jun 2020,30 Dec 2020,138842102100,704317700,101874,97--
699,EPAC,28.18,121,01 Jul 2020,30 Dec 2020,319517370500,1180301800,161985,35--
700,UANG,56.8,118,06 Jul 2020,30 Dec 2020,18670010400,43742700,14588,94--
701,PGUN,117.39,117,07 Jul 2020,30 Dec 2020,36099740100,97784600,14197,12--
702,SOFA,8.0,117,07 Jul 2020,30 Dec 2020,20905778300,218539600,39779,55--
703,PPGL,38.18,108,20 Jul 2020,30 Dec 2020,225328206600,1002606900,113914,74--
704,TOYS,75.71,96,06 Agt 2020,30 Dec 2020,195182188300,303640300,73160,59--
705,SGER,557.41,94,10 Agt 2020,30 Dec 2020,212697001800,555127100,86694,91--
706,TRJA,-38.0,84,27 Agt 2020,30 Dec 2020,47786689300,220716600,36100,74--
707,PNGO,220.0,82,31 Agt 2020,30 Dec 2020,6589605900,11768900,3760,12--
708,BBSI,72.92,77,07 Sep 2020,30 Dec 2020,76752678000,106978000,23791,81--
709,KMDS,56.67,77,07 Sep 2020,30 Dec 2020,9010177600,16028000,5041,91--
710,SCNP,132.73,77,07 Sep 2020,30 Dec 2020,13386912900,52254300,6591,46--
711,PURI,75.29,76,08 Sep 2020,30 Dec 2020,13461007400,37479500,6957,61--
712,SOHO,152.75,76,08 Sep 2020,30 Dec 2020,53105926500,8424100,13608,53--
713,HOMI,247.37,74,10 Sep 2020,30 Dec 2020,87178966900,88729500,3518,61--
714,ROCK,-32.09,74,10 Sep 2020,30 Dec 2020,13081612000,8967100,7945,61--
715,ENZO,-52.38,72,14 Sep 2020,30 Dec 2020,81625042800,1060500200,51403,51--
716,PLAN,-10.71,71,15 Sep 2020,30 Dec 2020,129074632700,708790300,54279,94--
717,PTDU,815.0,14,08 Dec 2020,30 Dec 2020,1821681000,4823400,1514,62--
718,ATAP,52.0,12,11 Dec 2020,30 Dec 2020,9928258400,45840600,7985,61--
719,VICI,212.0,8,17 Dec 2020,30 Dec 2020,24024689300,68194900,8559,54--
720,PMMP,-23.81,7,18 Dec 2020,30 Dec 2020,43875722800,118960900,13952,51--
