,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID
62,AYLS,648.0,247,04 Jan 2021,30 Dec 2021,2653892486400,13124187600,1232876,B121
63,BABP,272.0,247,04 Jan 2021,30 Dec 2021,26044928960300,94467703700,6149091,G111
64,BACA,-29.26,247,04 Jan 2021,30 Dec 2021,11439380038500,23354334400,2000759,G111
65,BAJA,187.93,247,04 Jan 2021,30 Dec 2021,656772658100,1877127900,337793,B144
66,BALI,9.38,247,04 Jan 2021,30 Dec 2021,377363161000,449092800,93220,J321
67,BAPA,36.0,247,04 Jan 2021,30 Dec 2021,343336732700,4955058000,258635,H111
68,BAPI,0.0,247,04 Jan 2021,30 Dec 2021,1445840000,28916800,3639,H111
69,BATA,-22.52,247,04 Jan 2021,30 Dec 2021,1892548200,3164200,2730,E412
70,BAYU,1.35,247,04 Jan 2021,30 Dec 2021,1235625000,1122600,1599,E513
71,BBCA,-78.43,247,04 Jan 2021,30 Dec 2021,135523368557500,7307128900,3709005,G111
72,BBHI,1568.63,247,04 Jan 2021,30 Dec 2021,7204803821800,2588977500,1026184,G111
73,BBKP,-53.04,247,04 Jan 2021,30 Dec 2021,36616685834400,73676828500,3795749,G111
74,BBLD,0.54,247,04 Jan 2021,30 Dec 2021,7870433400,20242100,5500,G211
75,BBMD,33.33,247,04 Jan 2021,30 Dec 2021,11821931000,7020900,5649,G111
76,BBNI,9.31,247,04 Jan 2021,30 Dec 2021,46155373076000,7708785900,2217714,G111
77,BBRI,-1.44,247,04 Jan 2021,30 Dec 2021,158146748416000,38058526600,5775628,G111
78,BBRM,0.0,247,04 Jan 2021,30 Dec 2021,6377619700,121069400,13318,A122
79,BBSI,418.07,247,04 Jan 2021,30 Dec 2021,108478979500,32670400,36799,G111
80,BBSS,-50.98,247,04 Jan 2021,30 Dec 2021,266050808400,4012937400,190079,H111
81,BBTN,0.29,247,04 Jan 2021,30 Dec 2021,18316317522500,10859463500,1511789,G111
82,BBYB,782.55,247,04 Jan 2021,30 Dec 2021,30016834910300,22066568300,3059812,G111
83,BCAP,-54.07,247,04 Jan 2021,30 Dec 2021,3283961518100,22103601400,2025871,G511
84,BCIC,-70.57,247,04 Jan 2021,30 Dec 2021,721749855200,2771498200,292987,G111
85,BCIP,22.67,247,04 Jan 2021,30 Dec 2021,1196272879100,11925275100,569328,H111
86,BDMN,-25.16,247,04 Jan 2021,30 Dec 2021,2845109670000,1078189800,369385,G111
87,BEEF,-52.5,247,04 Jan 2021,30 Dec 2021,359170479500,3508468900,282725,D222
88,BEKS,-44.9,247,04 Jan 2021,30 Dec 2021,9304015743000,98033225000,1841361,G111
89,BELL,-8.18,247,04 Jan 2021,30 Dec 2021,89064375300,623680900,86020,E413
90,BESS,264.58,247,04 Jan 2021,30 Dec 2021,120305478000,176501500,56843,A122
91,BEST,-37.78,247,04 Jan 2021,30 Dec 2021,1080167030100,7020618700,289588,H111
92,BFIN,109.82,247,04 Jan 2021,30 Dec 2021,16438036062500,18758485500,1477660,G211
93,BGTG,229.73,247,04 Jan 2021,30 Dec 2021,11590786813800,53444626100,2757596,G111
94,BHAT,61.29,247,04 Jan 2021,30 Dec 2021,13764271321500,21742299900,364848,G413
95,BHIT,-15.15,247,04 Jan 2021,30 Dec 2021,9302896400600,101769326700,2488921,C311
96,BIKA,34.41,247,04 Jan 2021,30 Dec 2021,57313173200,190556200,90920,H111
97,BIMA,392.0,247,04 Jan 2021,30 Dec 2021,880158499100,5410629500,670978,E412
98,BINA,452.17,247,04 Jan 2021,30 Dec 2021,2147879419500,817238300,278861,G111
99,BIPI,0.0,247,04 Jan 2021,30 Dec 2021,2083841368100,40893042200,178859,A111
100,BIPP,10.0,247,04 Jan 2021,30 Dec 2021,114636255700,1971950700,96592,H111
101,BIRD,6.15,247,04 Jan 2021,30 Dec 2021,1271984971000,903525400,211123,K132
102,BISI,-3.4,247,04 Jan 2021,30 Dec 2021,77586919500,72883900,35106,D232
103,BJBR,-13.87,247,04 Jan 2021,30 Dec 2021,3424700566500,2241192800,584267,G111
104,BJTM,10.29,247,04 Jan 2021,30 Dec 2021,5673745243000,7000919200,1091155,G111
105,BKDP,72.55,247,04 Jan 2021,30 Dec 2021,61610714800,787965400,89523,H111
106,BKSL,18.0,247,04 Jan 2021,30 Dec 2021,2870052650100,45161150300,621546,H111
107,BKSW,81.13,247,04 Jan 2021,30 Dec 2021,2822981210300,12538018100,854880,G111
108,BLTA,0.0,247,04 Jan 2021,30 Dec 2021,1390910000,27818200,4772,K211
109,BLTZ,12.71,247,04 Jan 2021,30 Dec 2021,1381708000,412900,1734,E514
110,BLUE,-57.14,247,04 Jan 2021,30 Dec 2021,28832734300,44279100,25877,C223
111,BMAS,302.33,247,04 Jan 2021,30 Dec 2021,169588523300,111090100,77931,G111
112,BMRI,11.07,247,04 Jan 2021,30 Dec 2021,72959449415000,11254780800,2254814,G111
113,BMSR,227.5,247,04 Jan 2021,30 Dec 2021,272071824400,1360282500,241825,B111
114,BMTR,-10.34,247,04 Jan 2021,30 Dec 2021,4009535592600,14240317000,790673,C311
115,BNBA,757.14,247,04 Jan 2021,30 Dec 2021,9685340512300,5495184000,1396277,G111
116,BNBR,0.0,247,04 Jan 2021,30 Dec 2021,63327325100,1199544500,23237,C311
117,BNGA,-3.02,247,04 Jan 2021,30 Dec 2021,2358490409500,2270278500,392978,G111
118,BNII,-4.05,247,04 Jan 2021,30 Dec 2021,3086499654600,7635981100,683340,G111
119,BNLI,-49.17,247,04 Jan 2021,30 Dec 2021,584506728000,238473800,145592,G111
120,BOGA,0.72,247,04 Jan 2021,30 Dec 2021,30149314783500,21699028000,788452,E745
121,BOLA,271.95,247,04 Jan 2021,30 Dec 2021,1897169473700,2857044300,236993,E514
122,BOLT,4.43,247,04 Jan 2021,30 Dec 2021,4299921000,5843100,4255,E111
123,BOSS,-52.67,247,04 Jan 2021,30 Dec 2021,1951544723600,18089311300,1021722,A121
124,BPFI,25.22,247,04 Jan 2021,30 Dec 2021,17983366500,13030300,5426,G211
125,BPII,-34.0,247,04 Jan 2021,30 Dec 2021,129132008500,24347700,233,G511
126,BPTR,514.81,247,04 Jan 2021,30 Dec 2021,256472061900,1527987800,225491,K132
127,BRAM,137.02,247,04 Jan 2021,30 Dec 2021,5485825000,807200,2643,E112
128,BRIS,-20.89,247,04 Jan 2021,30 Dec 2021,49879450526000,19333276300,5094828,G111
129,BRMS,39.76,247,04 Jan 2021,30 Dec 2021,14473386741600,143100011300,1821336,B146
130,BRNA,-0.83,247,04 Jan 2021,30 Dec 2021,2000189500,1651500,1734,B131
131,BRPT,-22.27,247,04 Jan 2021,30 Dec 2021,12339680097500,12462303400,1280969,B111
132,BSDE,-17.55,247,04 Jan 2021,30 Dec 2021,7198507952500,6507295800,816618,H111
133,BSIM,73.27,247,04 Jan 2021,30 Dec 2021,440115310900,449362700,140049,G111
134,BSSR,141.3,247,04 Jan 2021,30 Dec 2021,41908910500,18524700,24509,A121
135,BSWD,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,G111
136,BTEK,0.0,247,04 Jan 2021,30 Dec 2021,268450000,5369000,1436,D232
137,BTEL,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,J321
138,BTON,43.33,247,04 Jan 2021,30 Dec 2021,10985110000,28896300,10260,B144
139,BTPN,-15.76,247,04 Jan 2021,30 Dec 2021,41505663000,14573700,15236,G111
140,BTPS,-4.53,247,04 Jan 2021,30 Dec 2021,6318689877000,1935908600,845965,G111
141,BUDI,80.81,247,04 Jan 2021,30 Dec 2021,945295012300,4959757100,472205,D222
142,BUKK,9.95,247,04 Jan 2021,30 Dec 2021,10224768000,9037100,10530,J211
143,BULL,-32.0,247,04 Jan 2021,30 Dec 2021,21046197843600,72447267200,919658,A112
144,BUMI,-6.94,247,04 Jan 2021,30 Dec 2021,10465663412400,134241451100,1627069,A121
145,BUVA,9.09,247,04 Jan 2021,30 Dec 2021,42305655900,577877300,44951,E512
146,BVIC,78.95,247,04 Jan 2021,30 Dec 2021,2885104000000,14420192300,903484,G111
147,BWPT,-48.61,247,04 Jan 2021,30 Dec 2021,2596634193400,23995332100,770966,D232
148,BYAN,74.47,247,04 Jan 2021,30 Dec 2021,339957370000,17323900,23660,A121
149,CAKK,88.46,247,04 Jan 2021,30 Dec 2021,786786058900,8103892300,520757,C121
150,CAMP,-3.97,247,04 Jan 2021,30 Dec 2021,609032446000,2035385600,318409,D221
151,CANI,33.93,247,04 Jan 2021,30 Dec 2021,108859189600,621266600,144116,A122
152,CARE,59.94,247,04 Jan 2021,30 Dec 2021,31481984281500,77916729300,1127350,F121
153,CARS,0.0,247,04 Jan 2021,30 Dec 2021,6420345000,128406900,5979,E745
154,CASA,40.96,247,04 Jan 2021,30 Dec 2021,1463785030800,3499559100,24868,G511
155,CASH,-42.31,247,04 Jan 2021,30 Dec 2021,890608889700,3440997400,375941,I111
156,CASS,73.33,247,04 Jan 2021,30 Dec 2021,131186299200,353307400,43781,J111
157,CBMF,-82.81,247,04 Jan 2021,30 Dec 2021,912810335300,9395838100,671763,E211
158,CCSI,199.59,247,04 Jan 2021,30 Dec 2021,272280594400,618204000,144834,C131
159,CEKA,5.32,247,04 Jan 2021,30 Dec 2021,34038413000,18225500,18319,D222
160,CENT,63.38,247,04 Jan 2021,30 Dec 2021,6110111806100,20375592900,1308091,J321
161,CFIN,6.84,247,04 Jan 2021,30 Dec 2021,290332696000,1001755800,107133,G211
162,CINT,5.0,247,04 Jan 2021,30 Dec 2021,31352458700,102933600,36617,E211
163,CITA,8.05,247,04 Jan 2021,30 Dec 2021,15423446000,5002000,5701,B141
164,CITY,101.15,247,04 Jan 2021,30 Dec 2021,22301796300,116616300,39630,H111
165,CLAY,-38.58,247,04 Jan 2021,30 Dec 2021,2367296000,2155600,2966,E512
166,CLEO,-6.0,247,04 Jan 2021,30 Dec 2021,817635930000,1729698900,248723,D212
167,CLPI,35.76,247,04 Jan 2021,30 Dec 2021,32689164000,33598200,22703,B113
168,CMNP,29.87,247,04 Jan 2021,30 Dec 2021,121275504500,75484600,21913,J112
169,CMPP,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,K111
170,CNKO,0.0,247,04 Jan 2021,30 Dec 2021,428015000,8560300,614,A122
171,CNTB,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,E413
172,CNTX,44.95,247,04 Jan 2021,30 Dec 2021,9921859000,37198600,12644,E413
173,COCO,-58.86,247,04 Jan 2021,30 Dec 2021,469178389800,1645487200,154749,D222
174,COWL,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,H111
175,CPIN,-8.81,247,04 Jan 2021,30 Dec 2021,10981570272500,1705428500,871208,D231
176,CPRI,0.0,247,04 Jan 2021,30 Dec 2021,463355000,9267100,724,H111
177,CPRO,90.0,247,04 Jan 2021,30 Dec 2021,4960396334900,51577780200,930266,D231
178,CSAP,26.94,247,04 Jan 2021,30 Dec 2021,24439707900,55497600,9881,E743
179,CSIS,132.31,247,04 Jan 2021,30 Dec 2021,1061210218800,9485274800,711033,H111
180,CSMI,574.07,247,04 Jan 2021,30 Dec 2021,1663568000,903200,1558,E515
181,CSRA,32.98,247,04 Jan 2021,30 Dec 2021,131486463400,327295300,83049,D232
182,CTBN,-25.47,247,04 Jan 2021,30 Dec 2021,1394733000,463300,2094,B144
183,CTRA,-1.52,247,04 Jan 2021,30 Dec 2021,7955239808500,7678186800,937466,H111
184,CTTH,-9.09,247,04 Jan 2021,30 Dec 2021,50502743500,854332700,50048,C121
185,DADA,-3.85,247,04 Jan 2021,30 Dec 2021,346504071800,6366243600,220740,H111
186,DART,39.29,247,04 Jan 2021,30 Dec 2021,144077265200,466868300,106648,H111
187,DAYA,-22.05,247,04 Jan 2021,30 Dec 2021,20748794800,77693700,9638,D111
188,DEAL,-64.79,247,04 Jan 2021,30 Dec 2021,517359810100,5992319100,243181,K211
189,DEFI,-40.65,247,04 Jan 2021,30 Dec 2021,25830183500,17734500,2789,G211
190,DEWA,0.0,247,04 Jan 2021,30 Dec 2021,582136209800,10226540900,124148,A132
191,DFAM,86.41,247,04 Jan 2021,30 Dec 2021,99590232400,347056700,42349,E512
192,DGIK,294.0,247,04 Jan 2021,30 Dec 2021,2143499673300,17882403700,717842,J211
193,DIGI,-74.25,247,04 Jan 2021,30 Dec 2021,605855784400,2065843600,210675,E614
194,DILD,-29.09,247,04 Jan 2021,30 Dec 2021,892861296300,4154750600,194910,H111
195,DIVA,-10.79,247,04 Jan 2021,30 Dec 2021,275912944500,94224800,42459,I111
196,DKFT,-31.46,247,04 Jan 2021,30 Dec 2021,1615914849200,8989111500,511532,B146
197,DLTA,-15.0,247,04 Jan 2021,30 Dec 2021,111313669000,29013600,23384,D211
198,DMAS,-22.36,247,04 Jan 2021,30 Dec 2021,2351523824600,10503301400,792620,H111
199,DMMX,1052.54,247,04 Jan 2021,30 Dec 2021,11686980440300,8650678500,1440735,I121
200,DMND,-4.89,247,04 Jan 2021,30 Dec 2021,11721915500,13057600,12290,D112
201,DNAR,68.79,247,04 Jan 2021,30 Dec 2021,2794254195200,9015622700,932347,G111
202,DNET,-6.0,247,04 Jan 2021,30 Dec 2021,14558403000,4488000,5003,G512
203,DOID,-25.0,247,04 Jan 2021,30 Dec 2021,10009792763800,28146735600,1494265,A132
204,DPNS,43.8,247,04 Jan 2021,30 Dec 2021,14263815400,40357800,14595,B113
205,DPUM,-3.85,247,04 Jan 2021,30 Dec 2021,13396052700,249065000,9840,D231
206,DSFI,15.85,247,04 Jan 2021,30 Dec 2021,380320435500,3601772600,265624,D231
207,DSNG,-18.03,247,04 Jan 2021,30 Dec 2021,4234709898900,7477784200,930271,D232
208,DSSA,206.25,247,04 Jan 2021,30 Dec 2021,14562947500,513100,1842,A121
209,DUCK,-54.17,247,04 Jan 2021,30 Dec 2021,1106399830400,5657617600,444443,E515
210,DUTI,-10.79,247,04 Jan 2021,30 Dec 2021,2397608000,695600,1445,H111
211,DVLA,13.64,247,04 Jan 2021,30 Dec 2021,25025976000,9868100,11537,F211
212,DWGL,15.24,247,04 Jan 2021,30 Dec 2021,26309160800,130598000,27869,A122
213,DYAN,36.36,247,04 Jan 2021,30 Dec 2021,789215521400,8913132700,527899,C224
214,EAST,60.0,247,04 Jan 2021,30 Dec 2021,158409231900,1911744000,154933,E512
215,ECII,48.09,247,04 Jan 2021,30 Dec 2021,3581384500,3720900,914,E742
216,EKAD,15.48,247,04 Jan 2021,30 Dec 2021,100499461500,71442800,68471,B113
217,ELSA,-21.59,247,04 Jan 2021,30 Dec 2021,8818309504400,23806130300,1578158,A131
218,ELTY,0.0,247,04 Jan 2021,30 Dec 2021,1840160000,36803200,879,H111
219,EMDE,-13.54,247,04 Jan 2021,30 Dec 2021,1408928000,7564400,2280,H111
220,EMTK,-83.71,247,04 Jan 2021,30 Dec 2021,22715183528000,10086461800,1801780,I111
221,ENRG,-20.93,247,04 Jan 2021,30 Dec 2021,6216637956100,50382351800,875088,A111
222,ENVY,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,I121
223,ENZO,0.0,247,04 Jan 2021,30 Dec 2021,47650102800,926747200,38099,D231
224,EPAC,-63.83,247,04 Jan 2021,30 Dec 2021,226794758600,3572210100,188557,B131
225,EPMT,27.96,247,04 Jan 2021,30 Dec 2021,127718448000,53834000,26758,D111
226,ERAA,-72.73,247,04 Jan 2021,30 Dec 2021,15768493412100,20636066400,1729456,E742
227,ERTX,78.33,247,04 Jan 2021,30 Dec 2021,58876857200,283743700,82287,E411
228,ESIP,20.39,247,04 Jan 2021,30 Dec 2021,361333408900,3816242900,327774,B131
229,ESSA,152.38,247,04 Jan 2021,30 Dec 2021,7107526977500,19616492600,1240476,B111
230,ESTA,136.92,247,04 Jan 2021,30 Dec 2021,56971803400,263492000,66425,E512
231,ESTI,123.08,247,04 Jan 2021,30 Dec 2021,405463690200,3273199500,334870,E413
232,ETWA,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,A221
233,EXCL,16.12,247,04 Jan 2021,30 Dec 2021,17984940070500,6973288400,1422530,J321
234,FAPA,74.46,247,04 Jan 2021,30 Dec 2021,80753785000,28729100,11124,D232
235,FAST,-10.55,247,04 Jan 2021,30 Dec 2021,10273661500,10065200,5854,E515
236,FASW,1.67,247,04 Jan 2021,30 Dec 2021,1253755000,167700,127,B131
237,FILM,397.37,247,04 Jan 2021,30 Dec 2021,6599418320600,15537747800,1564294,E621
238,FINN,0.0,84,04 Jan 2021,04 May 2021,0,0,0,G211
239,FIRE,-65.3,247,04 Jan 2021,30 Dec 2021,1221155551800,1956038800,474138,A122
240,FISH,191.98,247,04 Jan 2021,30 Dec 2021,5191262500,659900,2488,D232
241,FITT,500.0,247,04 Jan 2021,30 Dec 2021,342913452900,1101117200,114057,E512
242,FMII,-43.28,247,04 Jan 2021,30 Dec 2021,12633675400,25225200,12945,H111
243,FOOD,29.13,247,04 Jan 2021,30 Dec 2021,258289990500,2249285100,249965,D222
244,FORU,62.04,247,04 Jan 2021,30 Dec 2021,59936973100,268499000,74655,E611
245,FORZ,0.0,247,04 Jan 2021,30 Dec 2021,290160000,5803200,421,H111
246,FPNI,28.18,247,04 Jan 2021,30 Dec 2021,1686996134900,5565792600,561312,B111
247,FREN,29.85,247,04 Jan 2021,30 Dec 2021,32000173620800,312429324200,4658153,J321
248,FUJI,439.13,247,04 Jan 2021,30 Dec 2021,56376940500,194237300,23362,G211
249,GAMA,0.0,247,04 Jan 2021,30 Dec 2021,41542405700,817794000,20524,H111
250,GDST,-9.09,247,04 Jan 2021,30 Dec 2021,510944527000,4524823000,407714,B144
251,GDYR,-5.63,247,04 Jan 2021,30 Dec 2021,46308430000,21955800,19084,E112
252,GEMA,2.31,247,04 Jan 2021,30 Dec 2021,2441602800,6966500,1970,E211
253,GEMS,211.76,247,04 Jan 2021,30 Dec 2021,73065960500,15936200,19457,A121
254,GGRM,-25.37,247,04 Jan 2021,30 Dec 2021,12554391707500,338464900,688266,D311
255,GGRP,78.08,247,04 Jan 2021,30 Dec 2021,30324497800,48852800,22072,B144
256,GHON,35.41,247,04 Jan 2021,30 Dec 2021,9895423000,4380000,6529,J321
257,GIAA,-44.78,247,04 Jan 2021,30 Dec 2021,1743398736000,4816209800,405036,K111
258,GJTL,1.53,247,04 Jan 2021,30 Dec 2021,3225417171500,3784619000,663640,E112
259,GLOB,96.33,247,04 Jan 2021,30 Dec 2021,18193014800,70496100,30382,E742
260,GLVA,-21.62,247,04 Jan 2021,30 Dec 2021,30153900600,90554200,31245,I231
261,GMFI,-51.63,247,04 Jan 2021,30 Dec 2021,314138559400,2465458600,146179,J111
262,GMTD,-6.82,247,04 Jan 2021,30 Dec 2021,37510000,2200,20,H111
263,GOLD,73.91,247,04 Jan 2021,30 Dec 2021,17522631100,37777600,19472,J321
264,GOLL,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,D232
265,GOOD,-58.66,247,04 Jan 2021,30 Dec 2021,846722886600,1438721800,197951,D222
266,GPRA,16.0,247,04 Jan 2021,30 Dec 2021,198473142700,2413524800,154008,H111
267,GSMF,69.47,247,04 Jan 2021,30 Dec 2021,198634594900,881125200,156109,G511
268,GTBO,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,A121
269,GWSA,35.56,247,04 Jan 2021,30 Dec 2021,140592176100,826752800,97897,H111
270,GZCO,38.0,247,04 Jan 2021,30 Dec 2021,410026928000,6211912800,194278,D232
271,HADE,0.0,247,04 Jan 2021,30 Dec 2021,103300000,2066000,464,J421
272,HDFA,63.49,247,04 Jan 2021,30 Dec 2021,22095794400,88495000,35928,G211
273,HDIT,13.33,247,04 Jan 2021,30 Dec 2021,550929613000,1368679800,179253,I111
274,HDTX,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,E413
275,HEAL,-69.69,247,04 Jan 2021,30 Dec 2021,2883908566000,1814607600,799351,F121
276,HELI,50.93,247,04 Jan 2021,30 Dec 2021,7875387200,22588800,10748,K111
277,HERO,121.69,247,04 Jan 2021,30 Dec 2021,49822820500,33041400,21902,D113
278,HEXA,39.82,247,04 Jan 2021,30 Dec 2021,369686835500,90687300,83736,C141
279,HITS,-20.99,247,04 Jan 2021,30 Dec 2021,2258864300,5214600,5577,A112
280,HKMU,-51.82,247,04 Jan 2021,30 Dec 2021,1694955844400,23879428600,643585,B141
281,HMSP,-35.88,247,04 Jan 2021,30 Dec 2021,11896023712500,9568327200,1378664,D311
282,HOKI,-81.99,247,04 Jan 2021,30 Dec 2021,4140715925700,11418419500,728589,D222
283,HOME,0.0,247,04 Jan 2021,30 Dec 2021,0,0,0,E512
284,HOMI,23.11,247,04 Jan 2021,30 Dec 2021,225522673000,126110500,16045,H111
285,HOTL,0.0,247,04 Jan 2021,30 Dec 2021,123355400,2456300,927,E512
286,HRME,1.92,247,04 Jan 2021,30 Dec 2021,335524208100,5583730800,227187,E512
287,HRTA,-13.11,247,04 Jan 2021,30 Dec 2021,444210685300,1944461900,188533,E411
288,HRUM,246.48,247,04 Jan 2021,30 Dec 2021,16626749715500,2379015500,1170111,A121
289,IATA,30.0,247,04 Jan 2021,30 Dec 2021,1016823709100,14394142500,438372,K111
290,IBFN,-80.0,247,04 Jan 2021,30 Dec 2021,13238369200,115023400,30326,G211
291,IBST,-19.66,247,04 Jan 2021,30 Dec 2021,1100902500,138700,738,J321
292,ICBP,-9.14,247,04 Jan 2021,30 Dec 2021,14237065172500,1621334400,1141393,D222
293,ICON,37.84,247,04 Jan 2021,30 Dec 2021,350905989800,3113137100,322518,C224
294,IDPR,-11.21,247,04 Jan 2021,30 Dec 2021,405322510700,1732856000,471693,J211
295,IFII,-0.68,247,04 Jan 2021,30 Dec 2021,22266143900,146754700,30030,B151
296,IFSH,440.4,247,04 Jan 2021,30 Dec 2021,8156692800,8728700,7142,B146
