,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID
37,APEX,-80.0,246,03 Jan 2022,30 Dec 2022,82939532400,181323100,81163,A131
38,APIC,1.35,246,03 Jan 2022,30 Dec 2022,3606695432500,3258294200,188234,G511
39,APII,-10.45,246,03 Jan 2022,30 Dec 2022,186356518400,827447700,336037,C143
40,APLI,35.92,246,03 Jan 2022,30 Dec 2022,9193859000,39560200,11772,B113
41,APLN,26.23,246,03 Jan 2022,30 Dec 2022,1231686011300,8509923400,530842,H111
42,ARCI,-41.24,246,03 Jan 2022,30 Dec 2022,623171254400,1384654000,153961,B143
43,ARGO,-25.3,246,03 Jan 2022,30 Dec 2022,598829000,437300,1613,E413
44,ARII,18.4,246,03 Jan 2022,30 Dec 2022,169072868200,443049400,86877,A121
45,ARKA,-7.41,246,03 Jan 2022,30 Dec 2022,102524801600,1804686100,102966,C143
46,ARMY,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
47,ARNA,24.37,246,03 Jan 2022,30 Dec 2022,623934469000,663359900,155590,C121
48,ARTA,12.5,246,03 Jan 2022,30 Dec 2022,15360503000,6783600,4878,E512
49,ARTI,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,A132
50,ARTO,-76.75,246,03 Jan 2022,30 Dec 2022,67012871843500,5779091900,2770145,G111
51,ASBI,83.67,246,03 Jan 2022,30 Dec 2022,9448657400,23077700,13321,G412
52,ASDM,-5.76,246,03 Jan 2022,30 Dec 2022,2728668500,2743500,3875,G412
53,ASGR,15.15,246,03 Jan 2022,30 Dec 2022,157430682000,173052000,43325,C224
54,ASII,0.0,246,03 Jan 2022,30 Dec 2022,76292054707500,11940486000,2012496,C311
55,ASJT,-11.51,246,03 Jan 2022,30 Dec 2022,16348088400,115387200,19255,G412
56,ASMI,-59.62,246,03 Jan 2022,30 Dec 2022,44647826000,291925500,47795,G412
57,ASPI,20.27,246,03 Jan 2022,30 Dec 2022,131524573800,1439764200,130593,H111
58,ASRI,-1.23,246,03 Jan 2022,30 Dec 2022,898571038000,5256282600,473483,H111
59,ASRM,-3.83,246,03 Jan 2022,30 Dec 2022,986444000,622100,1534,G412
60,ASSA,-76.66,246,03 Jan 2022,30 Dec 2022,5469648994500,2814241900,812571,K132
61,ATAP,-54.14,246,03 Jan 2022,30 Dec 2022,368605920400,2769359500,489631,H111
62,ATIC,-51.0,246,03 Jan 2022,30 Dec 2022,21012581800,37517200,22925,I121
63,AUTO,26.41,246,03 Jan 2022,30 Dec 2022,952803274500,785428000,223551,E111
64,AVIA,-31.89,246,03 Jan 2022,30 Dec 2022,6828628110000,8471505100,508556,B113
65,AYLS,-72.99,246,03 Jan 2022,30 Dec 2022,1471526716600,5731106600,877002,B121
66,BABP,-45.7,246,03 Jan 2022,30 Dec 2022,4440535310100,26373988300,1416794,G111
67,BACA,-50.75,246,03 Jan 2022,30 Dec 2022,962928812900,5823719700,445272,G111
68,BAJA,-62.87,246,03 Jan 2022,30 Dec 2022,111253632500,512274700,157787,B144
69,BALI,-3.43,246,03 Jan 2022,30 Dec 2022,96598328500,115594700,30843,J321
70,BANK,-38.21,246,03 Jan 2022,30 Dec 2022,12209049034000,6733087700,663866,G111
71,BAPA,39.71,246,03 Jan 2022,30 Dec 2022,1598398355600,13057125300,1711140,H111
72,BAPI,0.0,246,03 Jan 2022,30 Dec 2022,591860000,11837200,1470,H111
73,BATA,5.69,246,03 Jan 2022,30 Dec 2022,3435576500,6782000,4315,E412
74,BAYU,-11.95,246,03 Jan 2022,30 Dec 2022,918817000,837800,852,E513
75,BBCA,17.12,246,03 Jan 2022,30 Dec 2022,181853472440000,22704459400,4307414,G111
76,BBHI,-75.05,246,03 Jan 2022,30 Dec 2022,7566496838000,1541936700,897703,G111
77,BBKP,-62.22,246,03 Jan 2022,30 Dec 2022,5692728927100,27270289100,979349,G111
78,BBLD,64.86,246,03 Jan 2022,30 Dec 2022,2103818200,4678900,4201,G211
79,BBMD,6.0,246,03 Jan 2022,30 Dec 2022,2001840500,996600,1224,G111
80,BBNI,36.67,246,03 Jan 2022,30 Dec 2022,66732904600000,7934772600,1805936,G111
81,BBRI,20.19,246,03 Jan 2022,30 Dec 2022,179168719038500,39817802900,4657257,G111
82,BBRM,44.0,246,03 Jan 2022,30 Dec 2022,143158026700,1932387700,149577,A122
83,BBSI,-26.51,246,03 Jan 2022,30 Dec 2022,21579427000,4595100,7616,G111
84,BBSS,30.0,246,03 Jan 2022,30 Dec 2022,273719403000,4194268400,157666,H111
85,BBTN,-21.97,246,03 Jan 2022,30 Dec 2022,8724467851500,5369611100,844121,G111
86,BBYB,-75.48,246,03 Jan 2022,30 Dec 2022,20092287777500,13762345300,1902486,G111
87,BCAP,27.42,246,03 Jan 2022,30 Dec 2022,7643061872200,43350276600,1925945,G511
88,BCIC,-15.53,246,03 Jan 2022,30 Dec 2022,98472929100,587902700,93900,G111
89,BCIP,-26.09,246,03 Jan 2022,30 Dec 2022,318068291400,4044041900,355605,H111
90,BDMN,16.17,246,03 Jan 2022,30 Dec 2022,2904100589000,1037704300,343867,G111
91,BEBS,-87.4,246,03 Jan 2022,30 Dec 2022,50321955882500,12371223600,703018,B121
92,BEEF,-13.16,246,03 Jan 2022,30 Dec 2022,49471138100,830545200,85906,D222
93,BEKS,-7.41,246,03 Jan 2022,30 Dec 2022,295975194200,5783370900,116352,G111
94,BELL,1.37,246,03 Jan 2022,30 Dec 2022,1967057575700,10720945900,991520,E413
95,BESS,-80.57,246,03 Jan 2022,30 Dec 2022,148963381900,584290500,121571,A122
96,BEST,18.75,246,03 Jan 2022,30 Dec 2022,1138542190300,8192111800,348509,H111
97,BFIN,-10.21,246,03 Jan 2022,30 Dec 2022,7176933626000,5919278300,649024,G211
98,BGTG,-64.34,246,03 Jan 2022,30 Dec 2022,2933442171600,14383483200,1043576,G111
99,BHAT,-13.5,246,03 Jan 2022,30 Dec 2022,10726407777500,11883814400,149599,G413
100,BHIT,1.79,246,03 Jan 2022,30 Dec 2022,5700583971900,88731201900,1382593,C311
101,BIKA,-59.6,246,03 Jan 2022,30 Dec 2022,42470640500,156069900,80813,H111
102,BIMA,-52.44,246,03 Jan 2022,30 Dec 2022,1095643737000,3895868200,1523375,E412
103,BINA,4.72,246,03 Jan 2022,30 Dec 2022,620390827000,165490400,57139,G111
104,BINO,-9.52,246,03 Jan 2022,30 Dec 2022,214139568400,1494232500,179085,C223
105,BIPI,216.0,246,03 Jan 2022,30 Dec 2022,32563300587300,275163918800,2306484,A122
106,BIPP,-7.27,246,03 Jan 2022,30 Dec 2022,11426274100,220400100,16934,H111
107,BIRD,2.17,246,03 Jan 2022,30 Dec 2022,1693528450500,1112206300,374037,K132
108,BISI,60.8,246,03 Jan 2022,30 Dec 2022,360194235500,254653500,87833,D232
109,BJBR,0.75,246,03 Jan 2022,30 Dec 2022,2103258066500,1474895300,309630,G111
110,BJTM,-5.33,246,03 Jan 2022,30 Dec 2022,1601218561500,2124007000,403579,G111
111,BKDP,-1.14,246,03 Jan 2022,30 Dec 2022,313461161200,3157282400,355579,H111
112,BKSL,-15.25,246,03 Jan 2022,30 Dec 2022,1657454435600,28209766500,364542,H111
113,BKSW,-46.88,246,03 Jan 2022,30 Dec 2022,263594246600,1792872600,178164,G111
114,BLTA,0.0,246,03 Jan 2022,30 Dec 2022,547175000,10943500,1698,K211
115,BLTZ,-5.34,246,03 Jan 2022,30 Dec 2022,739036000,245300,1171,E514
116,BLUE,-2.67,246,03 Jan 2022,30 Dec 2022,50834091600,155111300,45891,C223
117,BMAS,-36.99,246,03 Jan 2022,30 Dec 2022,45451457500,33048000,23813,G111
118,BMHS,-50.36,246,03 Jan 2022,30 Dec 2022,1800889038500,2709126900,272665,F121
119,BMRI,41.28,246,03 Jan 2022,30 Dec 2022,118339068782500,13865017500,2011363,G111
120,BMSR,193.89,246,03 Jan 2022,30 Dec 2022,176954886300,303459100,108251,B111
121,BMTR,6.92,246,03 Jan 2022,30 Dec 2022,6658139256200,19296018900,1030837,C311
122,BNBA,-71.45,246,03 Jan 2022,30 Dec 2022,1212069811500,472910300,214157,G111
123,BNBR,56.0,246,03 Jan 2022,30 Dec 2022,2223024833400,33314879300,502357,C311
124,BNGA,22.8,246,03 Jan 2022,30 Dec 2022,2065505389000,1917658500,302127,G111
125,BNII,-31.33,246,03 Jan 2022,30 Dec 2022,132045013000,437560000,84692,G111
126,BNLI,-33.88,246,03 Jan 2022,30 Dec 2022,32539604500,25731300,23737,G111
127,BOBA,-20.0,246,03 Jan 2022,30 Dec 2022,70294929100,299252100,74505,D222
128,BOGA,-6.83,246,03 Jan 2022,30 Dec 2022,35572142275000,26712066200,411378,E745
129,BOLA,-63.28,246,03 Jan 2022,30 Dec 2022,830915183100,2036399500,237444,E514
130,BOLT,-9.7,246,03 Jan 2022,30 Dec 2022,18170425000,16233900,12702,E111
131,BOSS,25.35,246,03 Jan 2022,30 Dec 2022,1424404302100,15824690100,919255,A121
132,BPFI,-53.82,246,03 Jan 2022,30 Dec 2022,46412636000,56828600,27763,G211
133,BPII,64.39,246,03 Jan 2022,30 Dec 2022,395790762500,43430000,302,G511
134,BPTR,-61.24,246,03 Jan 2022,30 Dec 2022,218056946500,822114700,172046,K132
135,BRAM,-32.86,246,03 Jan 2022,30 Dec 2022,10966027500,1112000,3474,E112
136,BRIS,-27.53,246,03 Jan 2022,30 Dec 2022,6040577276500,4008596900,1446474,G111
137,BRMS,37.07,246,03 Jan 2022,30 Dec 2022,29602077381700,151425935300,2699445,B146
138,BRNA,-10.08,246,03 Jan 2022,30 Dec 2022,1097454500,1180000,954,B131
139,BRPT,-11.7,246,03 Jan 2022,30 Dec 2022,12402621483000,14625362500,1224302,B111
140,BSDE,-8.91,246,03 Jan 2022,30 Dec 2022,5171032774000,5449040100,608067,H111
141,BSIM,-3.43,246,03 Jan 2022,30 Dec 2022,41402129000,62322500,18712,G111
142,BSML,78.35,246,03 Jan 2022,30 Dec 2022,2208254889100,2686960200,679012,A122
143,BSSR,6.11,246,03 Jan 2022,30 Dec 2022,2807629891500,664543600,453460,A121
144,BSWD,-21.43,246,03 Jan 2022,30 Dec 2022,0,0,0,G111
145,BTEK,0.0,246,03 Jan 2022,30 Dec 2022,185010000,3700200,1899,D232
146,BTEL,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,J321
147,BTON,0.47,246,03 Jan 2022,30 Dec 2022,6300212000,16833500,7844,B144
148,BTPN,1.15,246,03 Jan 2022,30 Dec 2022,28897927000,11251800,10577,G111
149,BTPS,-22.07,246,03 Jan 2022,30 Dec 2022,3137636770000,1012693000,483602,G111
150,BUDI,26.26,246,03 Jan 2022,30 Dec 2022,478047791600,2162876400,228641,D222
151,BUKA,-39.07,246,03 Jan 2022,30 Dec 2022,29030866930200,91131006500,2604001,I111
152,BUKK,-1.23,246,03 Jan 2022,30 Dec 2022,4844863500,4400700,5493,J211
153,BULL,-25.21,246,03 Jan 2022,30 Dec 2022,9145024600000,55611632200,893237,A112
154,BUMI,140.3,246,03 Jan 2022,30 Dec 2022,84334321448100,639213029600,5021347,A121
155,BUVA,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E512
156,BVIC,-47.55,246,03 Jan 2022,30 Dec 2022,1230499209000,7607918500,756155,G111
157,BWPT,-12.16,246,03 Jan 2022,30 Dec 2022,875412918900,11029415900,507303,D232
158,BYAN,-22.22,246,03 Jan 2022,30 Dec 2022,1374416117500,59157600,134441,A121
159,CAKK,106.12,246,03 Jan 2022,30 Dec 2022,1322381296300,7274532400,729358,C121
160,CAMP,5.52,246,03 Jan 2022,30 Dec 2022,79762912400,268960300,70849,D221
161,CANI,-46.0,246,03 Jan 2022,30 Dec 2022,38696691400,261151600,91946,A122
162,CARE,-7.57,246,03 Jan 2022,30 Dec 2022,43207502041900,85731739700,696529,F121
163,CARS,68.0,246,03 Jan 2022,30 Dec 2022,3148141525900,36654466900,462609,E745
164,CASA,35.85,246,03 Jan 2022,30 Dec 2022,15170593814000,19774013500,206148,G511
165,CASH,-49.63,246,03 Jan 2022,30 Dec 2022,178002190800,891072400,72484,I111
166,CASS,-11.11,246,03 Jan 2022,30 Dec 2022,27364534700,67818400,17109,J111
167,CBMF,-48.98,246,03 Jan 2022,30 Dec 2022,413831907600,5326911300,417333,E211
168,CCSI,-4.14,246,03 Jan 2022,30 Dec 2022,76494610000,100732300,41276,C131
169,CEKA,5.32,246,03 Jan 2022,30 Dec 2022,41993655500,19313200,20950,D222
170,CENT,-51.72,246,03 Jan 2022,30 Dec 2022,736624539900,3573240500,394769,J321
171,CFIN,20.0,246,03 Jan 2022,30 Dec 2022,572933358400,1796706100,196735,G211
172,CINT,-7.14,246,03 Jan 2022,30 Dec 2022,25132535800,101389000,41855,E211
173,CITA,20.19,246,03 Jan 2022,30 Dec 2022,8922370000,2794900,5290,B141
174,CITY,-18.86,246,03 Jan 2022,30 Dec 2022,13016633300,79691800,47700,H111
175,CLAY,-12.2,246,03 Jan 2022,30 Dec 2022,1406397500,1750200,3630,E512
176,CLEO,18.09,246,03 Jan 2022,30 Dec 2022,1604670147200,2914238600,270164,D212
177,CLPI,-8.78,246,03 Jan 2022,30 Dec 2022,34013905000,32618700,26685,B113
178,CMNP,9.5,246,03 Jan 2022,30 Dec 2022,40474385000,21252900,13209,J112
179,CMNT,-18.1,246,03 Jan 2022,30 Dec 2022,9988580684000,10190398100,274715,B121
180,CMPP,4.35,246,03 Jan 2022,30 Dec 2022,918689231900,1745822100,404195,K111
181,CMRY,25.0,246,03 Jan 2022,30 Dec 2022,1825466327500,459111900,292150,D221
182,CNKO,0.0,246,03 Jan 2022,30 Dec 2022,1938280000,38765600,4516,A122
183,CNTB,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E413
184,CNTX,-30.38,246,03 Jan 2022,30 Dec 2022,2652024600,9537200,6081,E413
185,COCO,-6.94,246,03 Jan 2022,30 Dec 2022,190369648700,672995700,79798,D222
186,COWL,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
187,CPIN,-5.04,246,03 Jan 2022,30 Dec 2022,11165792381000,1992448700,851197,D231
188,CPRI,0.0,246,03 Jan 2022,30 Dec 2022,135380000,2707600,220,H111
189,CPRO,-44.21,246,03 Jan 2022,30 Dec 2022,3977109271100,48162556400,1379601,D231
190,CSAP,66.33,246,03 Jan 2022,30 Dec 2022,60196937100,89789400,20244,E743
191,CSIS,-52.32,246,03 Jan 2022,30 Dec 2022,308099388900,2759515000,471641,H111
192,CSMI,-13.46,246,03 Jan 2022,30 Dec 2022,820087000,245900,513,E515
193,CSRA,14.0,246,03 Jan 2022,30 Dec 2022,231803812000,329667000,113356,D232
194,CTBN,-33.54,246,03 Jan 2022,30 Dec 2022,842045000,391100,1649,B144
195,CTRA,-3.09,246,03 Jan 2022,30 Dec 2022,5975648471500,6136539200,753435,H111
196,CTTH,0.0,246,03 Jan 2022,30 Dec 2022,1450392000,29005000,1267,C121
197,DADA,0.0,246,03 Jan 2022,30 Dec 2022,2217076800,44334700,3826,H111
198,DART,-44.87,246,03 Jan 2022,30 Dec 2022,81495938100,304909800,72653,H111
199,DAYA,-30.26,246,03 Jan 2022,30 Dec 2022,8453943400,31986800,7356,D111
200,DCII,-16.26,246,03 Jan 2022,30 Dec 2022,24679722500,578600,3707,I121
201,DEAL,0.0,246,03 Jan 2022,30 Dec 2022,1070240000,21404800,3628,K211
202,DEFI,45.5,246,03 Jan 2022,30 Dec 2022,311401500,214400,427,G211
203,DEPO,-1.64,246,03 Jan 2022,30 Dec 2022,242211392600,490994100,74040,E743
204,DEWA,6.0,246,03 Jan 2022,30 Dec 2022,6037866285400,88702749500,1062189,A132
205,DFAM,-76.04,246,03 Jan 2022,30 Dec 2022,649332066800,3210129700,349161,E512
206,DGIK,-32.99,246,03 Jan 2022,30 Dec 2022,1414130455800,9885994100,609767,J211
207,DGNS,-67.25,246,03 Jan 2022,30 Dec 2022,404278500800,991971500,210193,F121
208,DIGI,-51.46,246,03 Jan 2022,30 Dec 2022,336800834300,4519520300,262185,E614
209,DILD,9.62,246,03 Jan 2022,30 Dec 2022,469628574900,2602901500,196513,H111
210,DIVA,-56.05,246,03 Jan 2022,30 Dec 2022,69870332000,63428300,37602,I111
211,DKFT,-15.57,246,03 Jan 2022,30 Dec 2022,690891962900,5018409400,500567,B146
212,DLTA,2.41,246,03 Jan 2022,30 Dec 2022,145710133000,37606700,24942,D211
213,DMAS,-16.75,246,03 Jan 2022,30 Dec 2022,1570237983400,8975998900,723264,H111
214,DMMX,-63.6,246,03 Jan 2022,30 Dec 2022,2032672451000,1174405800,383777,I121
215,DMND,-6.86,246,03 Jan 2022,30 Dec 2022,4585804000,5644200,5629,D112
216,DNAR,-41.78,246,03 Jan 2022,30 Dec 2022,382385124200,1623128400,241776,G111
217,DNET,25.84,246,03 Jan 2022,30 Dec 2022,11032808000,3297200,4126,G512
218,DOID,15.15,246,03 Jan 2022,30 Dec 2022,10177356114100,23686278300,1532383,A132
219,DPNS,1.52,246,03 Jan 2022,30 Dec 2022,25275087400,64096200,19212,B113
220,DPUM,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,D231
221,DRMA,14.71,246,03 Jan 2022,30 Dec 2022,3628146787000,5565110400,374415,E111
222,DSFI,-4.21,246,03 Jan 2022,30 Dec 2022,379188520100,3710341200,440267,D231
223,DSNG,20.0,246,03 Jan 2022,30 Dec 2022,3113079041400,5502373700,411287,D232
224,DSSA,-18.78,246,03 Jan 2022,30 Dec 2022,3486557500,88400,557,A121
225,DUCK,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E515
226,DUTI,22.12,246,03 Jan 2022,30 Dec 2022,26559222500,5774800,5325,H111
227,DVLA,-13.82,246,03 Jan 2022,30 Dec 2022,17959213000,6807500,10183,F211
228,DWGL,-8.99,246,03 Jan 2022,30 Dec 2022,8366995700,38796200,16540,A122
229,DYAN,30.67,246,03 Jan 2022,30 Dec 2022,138068868200,1629590900,154213,C224
230,EAST,-1.04,246,03 Jan 2022,30 Dec 2022,190932556000,1867824900,200489,E512
231,ECII,-48.45,246,03 Jan 2022,30 Dec 2022,2422815300,3999500,2559,E742
232,EDGE,-14.53,246,03 Jan 2022,30 Dec 2022,13134500000,630400,2691,I121
233,EKAD,-80.76,246,03 Jan 2022,30 Dec 2022,49221173200,85103100,35502,B113
234,ELSA,13.04,246,03 Jan 2022,30 Dec 2022,5812629671600,17827214100,1183557,A131
235,ELTY,0.0,246,03 Jan 2022,30 Dec 2022,2364320000,47286400,1307,H111
236,EMDE,-26.51,246,03 Jan 2022,30 Dec 2022,1323021800,9092400,4440,H111
237,EMTK,-54.82,246,03 Jan 2022,30 Dec 2022,24320818705500,12450646500,2387756,I111
238,ENRG,188.24,246,03 Jan 2022,30 Dec 2022,9920156855200,44011838600,1653358,A111
239,ENVY,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,I121
240,ENZO,32.0,246,03 Jan 2022,30 Dec 2022,380361463000,6227972700,286547,D231
241,EPAC,-1.96,246,03 Jan 2022,30 Dec 2022,233767718300,3953161200,117904,B131
242,EPMT,1.85,246,03 Jan 2022,30 Dec 2022,34266825000,12303500,14189,D111
243,ERAA,-34.67,246,03 Jan 2022,30 Dec 2022,4892983194200,9709591600,795866,E742
244,ERTX,119.63,246,03 Jan 2022,30 Dec 2022,70235916200,241648300,75639,E411
245,ESIP,-53.23,246,03 Jan 2022,30 Dec 2022,1325049703600,11135926400,1003620,B131
246,ESSA,72.64,246,03 Jan 2022,30 Dec 2022,15527326916500,15645003100,1828607,B111
247,ESTA,-37.66,246,03 Jan 2022,30 Dec 2022,1212142986600,5809020200,587755,E512
248,ESTI,-54.31,246,03 Jan 2022,30 Dec 2022,205457583300,1960243600,364308,E413
249,ETWA,188.71,246,03 Jan 2022,30 Dec 2022,12859867600,73654300,13105,A221
250,EXCL,-32.49,246,03 Jan 2022,30 Dec 2022,12822362347000,4888804500,1138315,J321
251,FAPA,33.96,246,03 Jan 2022,30 Dec 2022,58999342000,16232800,7876,D232
252,FAST,-15.9,246,03 Jan 2022,30 Dec 2022,3337413500,3566700,4542,E515
253,FASW,-23.03,246,03 Jan 2022,30 Dec 2022,1560510000,239500,529,B131
254,FILM,102.12,246,03 Jan 2022,30 Dec 2022,6437161277000,3228641200,425242,E621
255,FIMP,85.37,246,03 Jan 2022,30 Dec 2022,56581066000,989611400,56619,J211
256,FIRE,-64.41,246,03 Jan 2022,30 Dec 2022,481793846700,1719133300,496030,A122
257,FISH,-11.76,246,03 Jan 2022,30 Dec 2022,2869720000,398000,2022,D232
258,FITT,-14.12,246,03 Jan 2022,30 Dec 2022,351082052600,997944500,94303,E512
259,FLMC,-84.51,246,03 Jan 2022,30 Dec 2022,55376663200,305869900,59293,D421
260,FMII,-32.63,246,03 Jan 2022,30 Dec 2022,1139202200,3211500,5350,H111
261,FOOD,-16.54,246,03 Jan 2022,30 Dec 2022,62160241100,501548800,135497,D222
262,FORU,-1.8,246,03 Jan 2022,30 Dec 2022,306896418800,898463300,250664,E611
263,FORZ,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
264,FPNI,-53.02,246,03 Jan 2022,30 Dec 2022,2255672003100,5505830000,799625,B111
265,FREN,-24.14,246,03 Jan 2022,30 Dec 2022,14559286994200,167667560600,2685304,J321
266,FUJI,-19.68,246,03 Jan 2022,30 Dec 2022,69413112400,111368200,5998,G211
267,GAMA,0.0,246,03 Jan 2022,30 Dec 2022,1565516500,31250900,18193,H111
268,GDST,51.0,246,03 Jan 2022,30 Dec 2022,883902617200,4843227800,476089,B144
269,GDYR,4.1,246,03 Jan 2022,30 Dec 2022,2196131500,1636700,1953,E112
270,GEMA,-15.25,246,03 Jan 2022,30 Dec 2022,1121854400,3553700,2211,E211
271,GEMS,-11.32,246,03 Jan 2022,30 Dec 2022,194686224500,29434700,53875,A121
272,GGRM,-41.18,246,03 Jan 2022,30 Dec 2022,8350089422500,322529500,558874,D311
273,GGRP,-34.62,246,03 Jan 2022,30 Dec 2022,126336285800,193618700,45920,B144
274,GHON,-19.67,246,03 Jan 2022,30 Dec 2022,10730710000,5017700,5305,J321
275,GIAA,-8.11,246,03 Jan 2022,30 Dec 2022,0,0,0,K111
276,GJTL,-15.79,246,03 Jan 2022,30 Dec 2022,499540047500,757611900,158289,E112
277,GLOB,-47.66,246,03 Jan 2022,30 Dec 2022,8428832700,43923400,28947,E742
278,GLVA,122.41,246,03 Jan 2022,30 Dec 2022,9750126700,29808000,9831,I231
279,GMFI,-10.81,246,03 Jan 2022,30 Dec 2022,39316614900,541637700,37851,J111
280,GMTD,-13.3,246,03 Jan 2022,30 Dec 2022,13932500,900,6,H111
281,GOLD,-20.0,246,03 Jan 2022,30 Dec 2022,2183440200,6026200,8424,J321
282,GOLL,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,D232
283,GOOD,0.0,246,03 Jan 2022,30 Dec 2022,870228841100,1646009900,187249,D222
284,GPRA,13.79,246,03 Jan 2022,30 Dec 2022,331245398500,3427958000,231751,H111
285,GPSO,25.38,246,03 Jan 2022,30 Dec 2022,735503861600,5375750800,1094024,C143
286,GSMF,-51.55,246,03 Jan 2022,30 Dec 2022,197756792200,1542940100,204986,G511
287,GTBO,149.33,246,03 Jan 2022,30 Dec 2022,2413220500,18016400,1534,A121
288,GTSI,-20.9,246,03 Jan 2022,30 Dec 2022,300701759500,4917365600,409561,A112
289,GWSA,-17.49,246,03 Jan 2022,30 Dec 2022,17741320100,111965400,18197,H111
290,GZCO,17.39,246,03 Jan 2022,30 Dec 2022,5958703287900,36838265300,2485513,D232
291,HADE,0.0,246,03 Jan 2022,30 Dec 2022,35760000,715200,243,J421
292,HAIS,27.49,246,03 Jan 2022,30 Dec 2022,1283832562100,5250321300,474015,K211
293,HDFA,-23.79,246,03 Jan 2022,30 Dec 2022,22229305600,116136500,44822,G211
294,HDIT,-84.12,246,03 Jan 2022,30 Dec 2022,780564876200,7675497200,517563,I111
295,HDTX,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E413
